"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2033","User","Tests","Thu Dec 04 08:34:31 UTC 2025","failed","Thu Dec 04 08:34:33 UTC 2025","Autowelt","ProjectHUK","",""
"","504","Example Domain Title Data Driven [Localized]","","Thu Dec 04 08:34:24 UTC 2025","passed","Thu Dec 04 08:34:24 UTC 2025","Data Driven Example","Tests","",""
"","6","Check Detection Only","","Thu Dec 04 08:34:22 UTC 2025","failed","Thu Dec 04 08:34:22 UTC 2025","Home","Tests","",""
"","165","Wrapper Click Demo (Project A)","Tests","Thu Dec 04 08:34:26 UTC 2025","failed","Thu Dec 04 08:34:26 UTC 2025","Example","ProjectA","",""
"Demonstrates logging in error scenarios","10","Logging Example - Error Handling","Tests","Thu Dec 04 08:34:28 UTC 2025","passed","Thu Dec 04 08:34:28 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","640","Logging Example - Browser Test With Logging","Tests","Thu Dec 04 08:34:27 UTC 2025","passed","Thu Dec 04 08:34:28 UTC 2025","Logging Example","ProjectA","",""
"","1480","User Can Submit Vehicle Data Successfully","Tests","Thu Dec 04 08:34:36 UTC 2025","passed","Thu Dec 04 08:34:37 UTC 2025","Test","ProjectHUK","",""
"Demonstrates all available log levels","63","Logging Example - All Log Levels","Tests","Thu Dec 04 08:34:26 UTC 2025","passed","Thu Dec 04 08:34:26 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Thu Dec 04 08:34:28 UTC 2025","skipped","Thu Dec 04 08:34:28 UTC 2025","PlaywrightExample","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","208","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Thu Dec 04 08:34:28 UTC 2025","passed","Thu Dec 04 08:34:28 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in loops with data processing","46","Logging Example - Data Processing Loop","Tests","Thu Dec 04 08:34:28 UTC 2025","passed","Thu Dec 04 08:34:28 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging with variables and expressions","21","Logging Example - Variable Logging","Tests","Thu Dec 04 08:34:28 UTC 2025","passed","Thu Dec 04 08:34:28 UTC 2025","Logging Example","ProjectA","",""
"","1594","Example Domain Title Data Driven [Default]","","Thu Dec 04 08:34:22 UTC 2025","passed","Thu Dec 04 08:34:24 UTC 2025","Data Driven Example","Tests","",""
"","540","Example Domain Title Data Driven [Caps]","","Thu Dec 04 08:34:24 UTC 2025","passed","Thu Dec 04 08:34:25 UTC 2025","Data Driven Example","Tests","",""
"","1096","High Example (Project A)","Tests","Thu Dec 04 08:34:29 UTC 2025","failed","Thu Dec 04 08:34:30 UTC 2025","highExample","ProjectA","",""
"","2880","Open Page in new Tab","Tests","Thu Dec 04 08:34:32 UTC 2025","failed","Thu Dec 04 08:34:35 UTC 2025","Home","ProjectHUK","",""
