"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging with variables and expressions","18","Logging Example - Variable Logging","Tests","Mon Feb 16 10:30:41 UTC 2026","passed","Mon Feb 16 10:30:41 UTC 2026","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","16039","HUK Autowelt LowKeys Demo","Tests","Mon Feb 16 10:30:44 UTC 2026","failed","Mon Feb 16 10:31:00 UTC 2026","AutoWelt LowKeys","ProjectHUK","",""
"Demonstrates logging in loops with data processing","47","Logging Example - Data Processing Loop","Tests","Mon Feb 16 10:30:41 UTC 2026","passed","Mon Feb 16 10:30:41 UTC 2026","Logging Example","ProjectA","",""
"","23349","HUK Autowelt Demo Flow","Tests","Mon Feb 16 10:30:47 UTC 2026","failed","Mon Feb 16 10:31:10 UTC 2026","Autowelt","ProjectHUK","",""
"Demonstrates logging in error scenarios","38","Logging Example - Error Handling","Tests","Mon Feb 16 10:30:41 UTC 2026","passed","Mon Feb 16 10:30:41 UTC 2026","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","7","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Feb 16 10:30:42 UTC 2026","skipped","Mon Feb 16 10:30:42 UTC 2026","PlaywrightExample","ProjectA","",""
"","590","Localized","Tests","Mon Feb 16 10:30:38 UTC 2026","passed","Mon Feb 16 10:30:39 UTC 2026","Data Driven Example","Data Driven","",""
"Demonstrates all available log levels","60","Logging Example - All Log Levels","Tests","Mon Feb 16 10:30:40 UTC 2026","passed","Mon Feb 16 10:30:40 UTC 2026","Logging Example","ProjectA","",""
"","230","High Example (Project A)","Tests","Mon Feb 16 10:30:44 UTC 2026","passed","Mon Feb 16 10:30:44 UTC 2026","highExample","ProjectA","",""
"Demonstrates logging throughout a browser test","668","Logging Example - Browser Test With Logging","Tests","Mon Feb 16 10:30:40 UTC 2026","passed","Mon Feb 16 10:30:41 UTC 2026","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","282","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Feb 16 10:30:42 UTC 2026","passed","Mon Feb 16 10:30:42 UTC 2026","PlaywrightExample","ProjectA","",""
"","1720","Default","Tests","Mon Feb 16 10:30:37 UTC 2026","passed","Mon Feb 16 10:30:38 UTC 2026","Data Driven Example","Data Driven","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","14616","HUK Autowelt LowKeys Demo","Tests","Mon Feb 16 10:31:01 UTC 2026","failed","Mon Feb 16 10:31:16 UTC 2026","HUK noRouting","ProjectHUK","",""
"","322","Wrapper Click Demo (Project A)","Tests","Mon Feb 16 10:30:38 UTC 2026","passed","Mon Feb 16 10:30:38 UTC 2026","Example","ProjectA","",""
"","612","Uppercase","Tests","Mon Feb 16 10:30:39 UTC 2026","passed","Mon Feb 16 10:30:40 UTC 2026","Data Driven Example","Data Driven","",""
