"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging in error scenarios","1043","Logging Example - Error Handling","Tests","Tue Nov 18 22:04:54 UTC 2025","passed","Tue Nov 18 22:04:55 UTC 2025","Logging Example","ProjectA","",""
"","741","User Can Submit Vehicle Data Successfully","Tests","Tue Nov 18 22:05:31 UTC 2025","passed","Tue Nov 18 22:05:32 UTC 2025","Test","ProjectHUK","",""
"","27081","User","Tests","Tue Nov 18 22:05:00 UTC 2025","passed","Tue Nov 18 22:05:27 UTC 2025","Autowelt","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","3","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Nov 18 22:04:55 UTC 2025","skipped","Tue Nov 18 22:04:55 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Tue Nov 18 22:04:55 UTC 2025","passed","Tue Nov 18 22:04:55 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","61","Logging Example - All Log Levels","Tests","Tue Nov 18 22:04:52 UTC 2025","passed","Tue Nov 18 22:04:53 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","44","Logging Example - Data Processing Loop","Tests","Tue Nov 18 22:04:55 UTC 2025","passed","Tue Nov 18 22:04:55 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","189","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Nov 18 22:04:54 UTC 2025","passed","Tue Nov 18 22:04:54 UTC 2025","PlaywrightExample","ProjectA","",""
"","354","Example Domain Title Data Driven [Caps]","","Tue Nov 18 22:04:52 UTC 2025","passed","Tue Nov 18 22:04:52 UTC 2025","Data Driven Example","Tests","",""
"","1216","High Example (Project A)","Tests","Tue Nov 18 22:04:56 UTC 2025","passed","Tue Nov 18 22:04:57 UTC 2025","highExample","ProjectA","",""
"","29505","Open Page in new Tab","Tests","Tue Nov 18 22:04:58 UTC 2025","failed","Tue Nov 18 22:05:28 UTC 2025","Home","ProjectHUK","",""
"","1495","Example Domain Title Data Driven [Default]","","Tue Nov 18 22:04:50 UTC 2025","passed","Tue Nov 18 22:04:51 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging throughout a browser test","421","Logging Example - Browser Test With Logging","Tests","Tue Nov 18 22:04:53 UTC 2025","passed","Tue Nov 18 22:04:54 UTC 2025","Logging Example","ProjectA","",""
"","530","Example Domain Title Data Driven [Localized]","","Tue Nov 18 22:04:51 UTC 2025","passed","Tue Nov 18 22:04:52 UTC 2025","Data Driven Example","Tests","",""
"","264","Wrapper Click Demo (Project A)","Tests","Tue Nov 18 22:04:51 UTC 2025","passed","Tue Nov 18 22:04:51 UTC 2025","Example","ProjectA","",""
