"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","7795","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 11:24:04 UTC 2025","passed","Fri Dec 19 11:24:12 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"Demonstrates logging throughout a browser test","451","Logging Example - Browser Test With Logging","Tests","Fri Dec 19 11:24:02 UTC 2025","passed","Fri Dec 19 11:24:02 UTC 2025","Logging Example","ProjectA","",""
"","5583","HUK Autowelt Demo Flow","Tests","Fri Dec 19 11:24:07 UTC 2025","passed","Fri Dec 19 11:24:12 UTC 2025","Autowelt","ProjectHUK","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","6477","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 11:24:13 UTC 2025","passed","Fri Dec 19 11:24:19 UTC 2025","HUK noRouting","ProjectHUK","",""
"","212","High Example (Project A)","Tests","Fri Dec 19 11:24:05 UTC 2025","passed","Fri Dec 19 11:24:05 UTC 2025","highExample","ProjectA","",""
"","330","Localized","Tests","Fri Dec 19 11:23:59 UTC 2025","passed","Fri Dec 19 11:24:00 UTC 2025","Data Driven Example","Data Driven","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Dec 19 11:24:02 UTC 2025","skipped","Fri Dec 19 11:24:02 UTC 2025","PlaywrightExample","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","181","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Dec 19 11:24:02 UTC 2025","passed","Fri Dec 19 11:24:02 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in loops with data processing","39","Logging Example - Data Processing Loop","Tests","Fri Dec 19 11:24:02 UTC 2025","passed","Fri Dec 19 11:24:02 UTC 2025","Logging Example","ProjectA","",""
"","353","Uppercase","Tests","Fri Dec 19 11:24:00 UTC 2025","passed","Fri Dec 19 11:24:00 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates logging in error scenarios","17","Logging Example - Error Handling","Tests","Fri Dec 19 11:24:02 UTC 2025","passed","Fri Dec 19 11:24:02 UTC 2025","Logging Example","ProjectA","",""
"","1514","Default","Tests","Fri Dec 19 11:23:58 UTC 2025","passed","Fri Dec 19 11:23:59 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Fri Dec 19 11:24:02 UTC 2025","passed","Fri Dec 19 11:24:02 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","62","Logging Example - All Log Levels","Tests","Fri Dec 19 11:24:01 UTC 2025","passed","Fri Dec 19 11:24:01 UTC 2025","Logging Example","ProjectA","",""
"","329","Wrapper Click Demo (Project A)","Tests","Fri Dec 19 11:23:59 UTC 2025","passed","Fri Dec 19 11:23:59 UTC 2025","Example","ProjectA","",""
