"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","462","Logging Example - Error Handling","","Mon Feb 16 14:25:28 UTC 2026","passed","Mon Feb 16 14:25:28 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","269","Logging Example - Variable Logging","","Mon Feb 16 14:25:29 UTC 2026","passed","Mon Feb 16 14:25:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","14807","HUK Autowelt LowKeys Demo","","Mon Feb 16 14:24:54 UTC 2026","failed","Mon Feb 16 14:25:09 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","1762","Playwright Via Browser - Evaluate JS (Same Session)","","Mon Feb 16 14:25:26 UTC 2026","passed","Mon Feb 16 14:25:28 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","425","Logging Example - Data Processing Loop","","Mon Feb 16 14:25:28 UTC 2026","passed","Mon Feb 16 14:25:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1374","Logging Example - All Log Levels","","Mon Feb 16 14:25:26 UTC 2026","passed","Mon Feb 16 14:25:27 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1173","High Example (Project A)","","Mon Feb 16 14:25:00 UTC 2026","passed","Mon Feb 16 14:25:01 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","665","Playwright Direct Example - H1 Text And PDF (Chromium)","","Mon Feb 16 14:25:28 UTC 2026","skipped","Mon Feb 16 14:25:29 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","1477","Wrapper Click Demo (Project A)","","Mon Feb 16 14:24:57 UTC 2026","passed","Mon Feb 16 14:24:58 UTC 2026","Example","Tests Gherkin Generated","",""
"","22946","Fahrzeugdaten und optische Daten erfassen","","Mon Feb 16 14:25:02 UTC 2026","failed","Mon Feb 16 14:25:25 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","951","Logging Example - Browser Test With Logging","","Mon Feb 16 14:25:27 UTC 2026","passed","Mon Feb 16 14:25:28 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1880","Example Domain Title From CSV","","Mon Feb 16 14:24:54 UTC 2026","passed","Mon Feb 16 14:24:56 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","14107","HUK Autowelt LowKeys Demo","","Mon Feb 16 14:25:10 UTC 2026","failed","Mon Feb 16 14:25:24 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
