"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33786","Angular Material Input overview capability","","Tue Feb 17 13:12:24 UTC 2026","passed","Tue Feb 17 13:12:58 UTC 2026","Angular-Material-Input","Tests Gherkin Generated","",""
"","18359","Angular Material Radio overview capability","","Tue Feb 17 13:13:55 UTC 2026","passed","Tue Feb 17 13:14:14 UTC 2026","Angular-Material-Radio","Tests Gherkin Generated","",""
"","1340","Playwright Via Browser - Evaluate JS (Same Session)","","Tue Feb 17 13:18:50 UTC 2026","passed","Tue Feb 17 13:18:51 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","18733","Angular Material Checkbox overview capability","","Tue Feb 17 13:10:01 UTC 2026","passed","Tue Feb 17 13:10:19 UTC 2026","Angular-Material-Checkbox","Tests Gherkin Generated","",""
"","34726","Angular Material Button overview capability","","Tue Feb 17 13:09:15 UTC 2026","passed","Tue Feb 17 13:09:49 UTC 2026","Angular-Material-Button","Tests Gherkin Generated","",""
"","19014","Angular Material Grid List overview capability","","Tue Feb 17 13:11:50 UTC 2026","passed","Tue Feb 17 13:12:09 UTC 2026","Angular-Material-Grid-List","Tests Gherkin Generated","",""
"","18467","Angular Material Expansion overview capability","","Tue Feb 17 13:11:30 UTC 2026","passed","Tue Feb 17 13:11:49 UTC 2026","Angular-Material-Expansion","Tests Gherkin Generated","",""
"","54893","Angular Material Table overview capability","","Tue Feb 17 13:16:19 UTC 2026","passed","Tue Feb 17 13:17:14 UTC 2026","Angular-Material-Table","Tests Gherkin Generated","",""
"","245","Logging Example - Variable Logging","","Tue Feb 17 13:18:48 UTC 2026","passed","Tue Feb 17 13:18:49 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","34758","Angular Material Tree overview capability","","Tue Feb 17 13:17:53 UTC 2026","passed","Tue Feb 17 13:18:27 UTC 2026","Angular-Material-Tree","Tests Gherkin Generated","",""
"","34609","Angular Material Toolbar overview capability","","Tue Feb 17 13:17:16 UTC 2026","passed","Tue Feb 17 13:17:50 UTC 2026","Angular-Material-Toolbar","Tests Gherkin Generated","",""
"","1195","High Example (Project A)","","Tue Feb 17 13:18:38 UTC 2026","passed","Tue Feb 17 13:18:39 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","40781","Angular Material Stepper overview capability","","Tue Feb 17 13:15:52 UTC 2026","passed","Tue Feb 17 13:16:33 UTC 2026","Angular-Material-Stepper","Tests Gherkin Generated","",""
"","19247","Angular Material Core overview capability","","Tue Feb 17 13:10:21 UTC 2026","passed","Tue Feb 17 13:10:40 UTC 2026","Angular-Material-Core","Tests Gherkin Generated","",""
"","18499","Angular Material Card overview capability","","Tue Feb 17 13:09:51 UTC 2026","passed","Tue Feb 17 13:10:09 UTC 2026","Angular-Material-Card","Tests Gherkin Generated","",""
"","39215","Angular Material Select overview capability","","Tue Feb 17 13:14:15 UTC 2026","passed","Tue Feb 17 13:14:54 UTC 2026","Angular-Material-Select","Tests Gherkin Generated","",""
"","272","Logging Example - Error Handling","","Tue Feb 17 13:18:48 UTC 2026","passed","Tue Feb 17 13:18:48 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1349","Example Domain Title From CSV","","Tue Feb 17 13:18:34 UTC 2026","passed","Tue Feb 17 13:18:35 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","35238","Angular Material Chips overview capability","","Tue Feb 17 13:10:10 UTC 2026","passed","Tue Feb 17 13:10:45 UTC 2026","Angular-Material-Chips","Tests Gherkin Generated","",""
"","34931","Angular Material List overview capability","","Tue Feb 17 13:12:31 UTC 2026","passed","Tue Feb 17 13:13:06 UTC 2026","Angular-Material-List","Tests Gherkin Generated","",""
"","24395","Angular Material Paginator overview capability","","Tue Feb 17 13:13:07 UTC 2026","passed","Tue Feb 17 13:13:32 UTC 2026","Angular-Material-Paginator","Tests Gherkin Generated","",""
"","33651","Angular Material Slider overview capability","","Tue Feb 17 13:15:09 UTC 2026","passed","Tue Feb 17 13:15:43 UTC 2026","Angular-Material-Slider","Tests Gherkin Generated","",""
"","40636","Angular Material Timepicker overview capability","","Tue Feb 17 13:17:10 UTC 2026","passed","Tue Feb 17 13:17:51 UTC 2026","Angular-Material-Timepicker","Tests Gherkin Generated","",""
