"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging with variables and expressions","17","Logging Example - Variable Logging","Tests","Tue Dec 02 13:25:40 UTC 2025","passed","Tue Dec 02 13:25:40 UTC 2025","Logging Example","ProjectA","",""
"","2771","Open Page in new Tab","Tests","Tue Dec 02 13:25:43 UTC 2025","failed","Tue Dec 02 13:25:46 UTC 2025","Home","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Dec 02 13:25:40 UTC 2025","skipped","Tue Dec 02 13:25:40 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging throughout a browser test","619","Logging Example - Browser Test With Logging","Tests","Tue Dec 02 13:25:39 UTC 2025","passed","Tue Dec 02 13:25:40 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in error scenarios","15","Logging Example - Error Handling","Tests","Tue Dec 02 13:25:40 UTC 2025","passed","Tue Dec 02 13:25:40 UTC 2025","Logging Example","ProjectA","",""
"","11788","User","Tests","Tue Dec 02 13:25:43 UTC 2025","failed","Tue Dec 02 13:25:55 UTC 2025","Autowelt","ProjectHUK","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","281","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Dec 02 13:25:40 UTC 2025","passed","Tue Dec 02 13:25:40 UTC 2025","PlaywrightExample","ProjectA","",""
"","1771","Example Domain Title Data Driven [Default]","","Tue Dec 02 13:25:35 UTC 2025","passed","Tue Dec 02 13:25:37 UTC 2025","Data Driven Example","Tests","",""
"","368","Example Domain Title Data Driven [Caps]","","Tue Dec 02 13:25:38 UTC 2025","passed","Tue Dec 02 13:25:38 UTC 2025","Data Driven Example","Tests","",""
"","528","Example Domain Title Data Driven [Localized]","","Tue Dec 02 13:25:37 UTC 2025","passed","Tue Dec 02 13:25:38 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in loops with data processing","50","Logging Example - Data Processing Loop","Tests","Tue Dec 02 13:25:40 UTC 2025","passed","Tue Dec 02 13:25:40 UTC 2025","Logging Example","ProjectA","",""
"","1213","High Example (Project A)","Tests","Tue Dec 02 13:25:41 UTC 2025","passed","Tue Dec 02 13:25:42 UTC 2025","highExample","ProjectA","",""
"","172","Wrapper Click Demo (Project A)","Tests","Tue Dec 02 13:25:37 UTC 2025","failed","Tue Dec 02 13:25:37 UTC 2025","Example","ProjectA","",""
"Demonstrates all available log levels","37","Logging Example - All Log Levels","Tests","Tue Dec 02 13:25:38 UTC 2025","passed","Tue Dec 02 13:25:38 UTC 2025","Logging Example","ProjectA","",""
"","1463","User Can Submit Vehicle Data Successfully","Tests","Tue Dec 02 13:25:48 UTC 2025","passed","Tue Dec 02 13:25:49 UTC 2025","Test","ProjectHUK","",""
