"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","187","Wrapper Click Demo (Project A)","Tests","Tue Dec 02 13:52:46 UTC 2025","failed","Tue Dec 02 13:52:46 UTC 2025","Example","ProjectA","",""
"","1798","User Can Submit Vehicle Data Successfully","Tests","Tue Dec 02 13:52:57 UTC 2025","passed","Tue Dec 02 13:52:59 UTC 2025","Test","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","10","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Dec 02 13:52:49 UTC 2025","skipped","Tue Dec 02 13:52:49 UTC 2025","PlaywrightExample","ProjectA","",""
"","6","Check Detection Only","","Tue Dec 02 13:52:43 UTC 2025","failed","Tue Dec 02 13:52:43 UTC 2025","Home","Tests","",""
"Demonstrates logging in error scenarios","15","Logging Example - Error Handling","Tests","Tue Dec 02 13:52:48 UTC 2025","passed","Tue Dec 02 13:52:48 UTC 2025","Logging Example","ProjectA","",""
"","11964","User","Tests","Tue Dec 02 13:52:51 UTC 2025","failed","Tue Dec 02 13:53:03 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates all available log levels","37","Logging Example - All Log Levels","Tests","Tue Dec 02 13:52:46 UTC 2025","passed","Tue Dec 02 13:52:47 UTC 2025","Logging Example","ProjectA","",""
"","555","Example Domain Title Data Driven [Localized]","","Tue Dec 02 13:52:44 UTC 2025","passed","Tue Dec 02 13:52:45 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging with variables and expressions","17","Logging Example - Variable Logging","Tests","Tue Dec 02 13:52:48 UTC 2025","passed","Tue Dec 02 13:52:48 UTC 2025","Logging Example","ProjectA","",""
"","1293","High Example (Project A)","Tests","Tue Dec 02 13:52:50 UTC 2025","passed","Tue Dec 02 13:52:51 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging throughout a browser test","651","Logging Example - Browser Test With Logging","Tests","Tue Dec 02 13:52:47 UTC 2025","passed","Tue Dec 02 13:52:48 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","289","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Dec 02 13:52:48 UTC 2025","passed","Tue Dec 02 13:52:49 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in loops with data processing","47","Logging Example - Data Processing Loop","Tests","Tue Dec 02 13:52:48 UTC 2025","passed","Tue Dec 02 13:52:48 UTC 2025","Logging Example","ProjectA","",""
"","3397","Open Page in new Tab","Tests","Tue Dec 02 13:52:52 UTC 2025","failed","Tue Dec 02 13:52:55 UTC 2025","Home","ProjectHUK","",""
"","1458","Example Domain Title Data Driven [Default]","","Tue Dec 02 13:52:43 UTC 2025","passed","Tue Dec 02 13:52:44 UTC 2025","Data Driven Example","Tests","",""
"","354","Example Domain Title Data Driven [Caps]","","Tue Dec 02 13:52:45 UTC 2025","passed","Tue Dec 02 13:52:45 UTC 2025","Data Driven Example","Tests","",""
