"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging with variables and expressions","15","Logging Example - Variable Logging","Tests","Mon Dec 08 07:09:49 UTC 2025","passed","Mon Dec 08 07:09:49 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","62","Logging Example - All Log Levels","Tests","Mon Dec 08 07:09:47 UTC 2025","passed","Mon Dec 08 07:09:47 UTC 2025","Logging Example","ProjectA","",""
"","6","Check Detection Only","","Mon Dec 08 07:09:44 UTC 2025","failed","Mon Dec 08 07:09:44 UTC 2025","Home","Tests","",""
"","390","Example Domain Title Data Driven [Caps]","","Mon Dec 08 07:09:45 UTC 2025","passed","Mon Dec 08 07:09:46 UTC 2025","Data Driven Example","Tests","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","285","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Dec 08 07:09:50 UTC 2025","passed","Mon Dec 08 07:09:50 UTC 2025","PlaywrightExample","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","11","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Dec 08 07:09:50 UTC 2025","skipped","Mon Dec 08 07:09:50 UTC 2025","PlaywrightExample","ProjectA","",""
"","289","Wrapper Click Demo (Project A)","Tests","Mon Dec 08 07:09:47 UTC 2025","passed","Mon Dec 08 07:09:47 UTC 2025","Example","ProjectA","",""
"","1025","High Example (Project A)","Tests","Mon Dec 08 07:09:50 UTC 2025","failed","Mon Dec 08 07:09:51 UTC 2025","highExample","ProjectA","",""
"","1340","Example Domain Title Data Driven [Default]","","Mon Dec 08 07:09:44 UTC 2025","passed","Mon Dec 08 07:09:45 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging throughout a browser test","418","Logging Example - Browser Test With Logging","Tests","Mon Dec 08 07:09:48 UTC 2025","passed","Mon Dec 08 07:09:49 UTC 2025","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","12368","HUK Autowelt LowKeys Demo","Tests","Mon Dec 08 07:09:51 UTC 2025","passed","Mon Dec 08 07:10:04 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"","9877","HUK Autowelt Demo Flow","Tests","Mon Dec 08 07:09:53 UTC 2025","passed","Mon Dec 08 07:10:03 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging in error scenarios","26","Logging Example - Error Handling","Tests","Mon Dec 08 07:09:49 UTC 2025","passed","Mon Dec 08 07:09:49 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","44","Logging Example - Data Processing Loop","Tests","Mon Dec 08 07:09:49 UTC 2025","passed","Mon Dec 08 07:09:49 UTC 2025","Logging Example","ProjectA","",""
"","357","Example Domain Title Data Driven [Localized]","","Mon Dec 08 07:09:45 UTC 2025","passed","Mon Dec 08 07:09:45 UTC 2025","Data Driven Example","Tests","",""
