"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1895","Example Domain Title From CSV","","Mon Feb 16 14:25:00 UTC 2026","passed","Mon Feb 16 14:25:02 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","2260","Playwright Via Browser - Evaluate JS (Same Session)","","Mon Feb 16 14:25:36 UTC 2026","passed","Mon Feb 16 14:25:38 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","601","Logging Example - Data Processing Loop","","Mon Feb 16 14:25:37 UTC 2026","passed","Mon Feb 16 14:25:38 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1398","Wrapper Click Demo (Project A)","","Mon Feb 16 14:25:03 UTC 2026","passed","Mon Feb 16 14:25:04 UTC 2026","Example","Tests Gherkin Generated","",""
"","2308","Logging Example - All Log Levels","","Mon Feb 16 14:25:33 UTC 2026","passed","Mon Feb 16 14:25:35 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","15615","HUK Autowelt LowKeys Demo","","Mon Feb 16 14:25:00 UTC 2026","failed","Mon Feb 16 14:25:16 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","1148","High Example (Project A)","","Mon Feb 16 14:25:05 UTC 2026","passed","Mon Feb 16 14:25:06 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","640","Playwright Direct Example - H1 Text And PDF (Chromium)","","Mon Feb 16 14:25:38 UTC 2026","skipped","Mon Feb 16 14:25:38 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","13749","HUK Autowelt LowKeys Demo","","Mon Feb 16 14:25:17 UTC 2026","failed","Mon Feb 16 14:25:31 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","454","Logging Example - Variable Logging","","Mon Feb 16 14:25:38 UTC 2026","passed","Mon Feb 16 14:25:38 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1356","Logging Example - Browser Test With Logging","","Mon Feb 16 14:25:35 UTC 2026","passed","Mon Feb 16 14:25:36 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","648","Logging Example - Error Handling","","Mon Feb 16 14:25:36 UTC 2026","passed","Mon Feb 16 14:25:37 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","25175","Fahrzeugdaten und optische Daten erfassen","","Mon Feb 16 14:25:08 UTC 2026","failed","Mon Feb 16 14:25:33 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
