"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Dec 19 12:54:22 UTC 2025","skipped","Fri Dec 19 12:54:22 UTC 2025","PlaywrightExample","ProjectA","",""
"","1369","Default","Tests","Fri Dec 19 12:54:17 UTC 2025","passed","Fri Dec 19 12:54:18 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates all available log levels","63","Logging Example - All Log Levels","Tests","Fri Dec 19 12:54:20 UTC 2025","passed","Fri Dec 19 12:54:20 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","476","Logging Example - Browser Test With Logging","Tests","Fri Dec 19 12:54:21 UTC 2025","passed","Fri Dec 19 12:54:21 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","269","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Dec 19 12:54:21 UTC 2025","passed","Fri Dec 19 12:54:22 UTC 2025","PlaywrightExample","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","7269","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 12:54:23 UTC 2025","passed","Fri Dec 19 12:54:30 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"","311","Localized","Tests","Fri Dec 19 12:54:18 UTC 2025","passed","Fri Dec 19 12:54:19 UTC 2025","Data Driven Example","Data Driven","",""
"","307","Wrapper Click Demo (Project A)","Tests","Fri Dec 19 12:54:18 UTC 2025","passed","Fri Dec 19 12:54:18 UTC 2025","Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","5574","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 12:54:32 UTC 2025","passed","Fri Dec 19 12:54:37 UTC 2025","HUK noRouting","ProjectHUK","",""
"","5735","HUK Autowelt Demo Flow","Tests","Fri Dec 19 12:54:26 UTC 2025","passed","Fri Dec 19 12:54:32 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging in loops with data processing","52","Logging Example - Data Processing Loop","Tests","Fri Dec 19 12:54:21 UTC 2025","passed","Fri Dec 19 12:54:22 UTC 2025","Logging Example","ProjectA","",""
"","353","Uppercase","Tests","Fri Dec 19 12:54:19 UTC 2025","passed","Fri Dec 19 12:54:19 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates logging in error scenarios","37","Logging Example - Error Handling","Tests","Fri Dec 19 12:54:21 UTC 2025","passed","Fri Dec 19 12:54:21 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging with variables and expressions","20","Logging Example - Variable Logging","Tests","Fri Dec 19 12:54:22 UTC 2025","passed","Fri Dec 19 12:54:22 UTC 2025","Logging Example","ProjectA","",""
"","147","High Example (Project A)","Tests","Fri Dec 19 12:54:24 UTC 2025","passed","Fri Dec 19 12:54:24 UTC 2025","highExample","ProjectA","",""
