"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","228","High Example (Project A)","Tests","Wed Dec 17 08:06:33 UTC 2025","passed","Wed Dec 17 08:06:33 UTC 2025","highExample","ProjectA","",""
"","6563","HUK Autowelt Demo Flow","Tests","Wed Dec 17 08:06:35 UTC 2025","passed","Wed Dec 17 08:06:41 UTC 2025","Autowelt","ProjectHUK","",""
"","1720","Example Domain Title Data Driven [Default]","Tests","Wed Dec 17 08:06:25 UTC 2025","passed","Wed Dec 17 08:06:27 UTC 2025","Data Driven Example","ProjectA","",""
"Demonstrates logging throughout a browser test","468","Logging Example - Browser Test With Logging","Tests","Wed Dec 17 08:06:30 UTC 2025","passed","Wed Dec 17 08:06:30 UTC 2025","Logging Example","ProjectA","",""
"","296","Wrapper Click Demo (Project A)","Tests","Wed Dec 17 08:06:27 UTC 2025","passed","Wed Dec 17 08:06:27 UTC 2025","Example","ProjectA","",""
"","380","Example Domain Title Data Driven [Caps]","Tests","Wed Dec 17 08:06:27 UTC 2025","passed","Wed Dec 17 08:06:28 UTC 2025","Data Driven Example","ProjectA","",""
"Demonstrates logging with variables and expressions","19","Logging Example - Variable Logging","Tests","Wed Dec 17 08:06:30 UTC 2025","passed","Wed Dec 17 08:06:30 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","266","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Wed Dec 17 08:06:30 UTC 2025","passed","Wed Dec 17 08:06:30 UTC 2025","PlaywrightExample","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Wed Dec 17 08:06:30 UTC 2025","skipped","Wed Dec 17 08:06:30 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in error scenarios","65","Logging Example - Error Handling","Tests","Wed Dec 17 08:06:30 UTC 2025","passed","Wed Dec 17 08:06:30 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","65","Logging Example - All Log Levels","Tests","Wed Dec 17 08:06:28 UTC 2025","passed","Wed Dec 17 08:06:29 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","51","Logging Example - Data Processing Loop","Tests","Wed Dec 17 08:06:30 UTC 2025","passed","Wed Dec 17 08:06:30 UTC 2025","Logging Example","ProjectA","",""
"","339","Example Domain Title Data Driven [Localized]","Tests","Wed Dec 17 08:06:27 UTC 2025","passed","Wed Dec 17 08:06:27 UTC 2025","Data Driven Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","9307","HUK Autowelt LowKeys Demo","Tests","Wed Dec 17 08:06:32 UTC 2025","passed","Wed Dec 17 08:06:41 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
