"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","562","Example Domain Title Data Driven [Localized]","","Wed Dec 03 08:25:45 UTC 2025","passed","Wed Dec 03 08:25:46 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in loops with data processing","45","Logging Example - Data Processing Loop","Tests","Wed Dec 03 08:25:50 UTC 2025","passed","Wed Dec 03 08:25:50 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","8","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Wed Dec 03 08:25:49 UTC 2025","skipped","Wed Dec 03 08:25:50 UTC 2025","PlaywrightExample","ProjectA","",""
"","111","Wrapper Click Demo (Project A)","Tests","Wed Dec 03 08:25:47 UTC 2025","failed","Wed Dec 03 08:25:47 UTC 2025","Example","ProjectA","",""
"Demonstrates logging throughout a browser test","550","Logging Example - Browser Test With Logging","Tests","Wed Dec 03 08:25:49 UTC 2025","passed","Wed Dec 03 08:25:50 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","220","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Wed Dec 03 08:25:49 UTC 2025","passed","Wed Dec 03 08:25:49 UTC 2025","PlaywrightExample","ProjectA","",""
"","513","Example Domain Title Data Driven [Caps]","","Wed Dec 03 08:25:46 UTC 2025","passed","Wed Dec 03 08:25:46 UTC 2025","Data Driven Example","Tests","",""
"","1682","Example Domain Title Data Driven [Default]","","Wed Dec 03 08:25:44 UTC 2025","passed","Wed Dec 03 08:25:45 UTC 2025","Data Driven Example","Tests","",""
"","3445","Open Page in new Tab","Tests","Wed Dec 03 08:25:53 UTC 2025","failed","Wed Dec 03 08:25:57 UTC 2025","Home","ProjectHUK","",""
"Demonstrates logging in error scenarios","14","Logging Example - Error Handling","Tests","Wed Dec 03 08:25:50 UTC 2025","passed","Wed Dec 03 08:25:50 UTC 2025","Logging Example","ProjectA","",""
"","6","Check Detection Only","","Wed Dec 03 08:25:44 UTC 2025","failed","Wed Dec 03 08:25:44 UTC 2025","Home","Tests","",""
"","1588","User Can Submit Vehicle Data Successfully","Tests","Wed Dec 03 08:25:56 UTC 2025","passed","Wed Dec 03 08:25:58 UTC 2025","Test","ProjectHUK","",""
"","1224","High Example (Project A)","Tests","Wed Dec 03 08:25:51 UTC 2025","passed","Wed Dec 03 08:25:52 UTC 2025","highExample","ProjectA","",""
"Demonstrates all available log levels","60","Logging Example - All Log Levels","Tests","Wed Dec 03 08:25:48 UTC 2025","passed","Wed Dec 03 08:25:48 UTC 2025","Logging Example","ProjectA","",""
"","1813","User","Tests","Wed Dec 03 08:25:52 UTC 2025","failed","Wed Dec 03 08:25:54 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging with variables and expressions","13","Logging Example - Variable Logging","Tests","Wed Dec 03 08:25:50 UTC 2025","passed","Wed Dec 03 08:25:50 UTC 2025","Logging Example","ProjectA","",""
