"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","434","Playwright Direct Example - H1 Text And PDF (Chromium)","","Tue Feb 17 09:53:03 UTC 2026","skipped","Tue Feb 17 09:53:04 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","1162","High Example (Project A)","","Tue Feb 17 09:52:33 UTC 2026","passed","Tue Feb 17 09:52:35 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","1566","Wrapper Click Demo (Project A)","","Tue Feb 17 09:52:31 UTC 2026","passed","Tue Feb 17 09:52:32 UTC 2026","Example","Tests Gherkin Generated","",""
"","275","Logging Example - Error Handling","","Tue Feb 17 09:53:00 UTC 2026","passed","Tue Feb 17 09:53:00 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","275","Logging Example - Variable Logging","","Tue Feb 17 09:53:01 UTC 2026","passed","Tue Feb 17 09:53:01 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","14773","HUK Autowelt LowKeys Demo","","Tue Feb 17 09:52:28 UTC 2026","failed","Tue Feb 17 09:52:42 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","281","Logging Example - Data Processing Loop","","Tue Feb 17 09:53:00 UTC 2026","passed","Tue Feb 17 09:53:01 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","2051","Example Domain Title From CSV","","Tue Feb 17 09:52:28 UTC 2026","passed","Tue Feb 17 09:52:30 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","716","Logging Example - Browser Test With Logging","","Tue Feb 17 09:52:59 UTC 2026","passed","Tue Feb 17 09:53:00 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","13573","HUK noRouting LowKeys Demo","","Tue Feb 17 09:52:44 UTC 2026","failed","Tue Feb 17 09:52:57 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","1290","Playwright Via Browser - Evaluate JS (Same Session)","","Tue Feb 17 09:53:02 UTC 2026","passed","Tue Feb 17 09:53:03 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","27517","Fahrzeugdaten und optische Daten erfassen","","Tue Feb 17 09:52:36 UTC 2026","failed","Tue Feb 17 09:53:03 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","900","Logging Example - All Log Levels","","Tue Feb 17 09:52:58 UTC 2026","passed","Tue Feb 17 09:52:59 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
