"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12858","Open Page in new Tab","Tests","Tue Nov 18 13:10:24 UTC 2025","passed","Tue Nov 18 13:10:37 UTC 2025","Home","ProjectHUK","",""
"","1577","Example Domain Title Data Driven [Default]","","Tue Nov 18 13:10:16 UTC 2025","passed","Tue Nov 18 13:10:17 UTC 2025","Data Driven Example","Tests","",""
"","336","Example Domain Title Data Driven [Caps]","","Tue Nov 18 13:10:18 UTC 2025","passed","Tue Nov 18 13:10:18 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in loops with data processing","43","Logging Example - Data Processing Loop","Tests","Tue Nov 18 13:10:21 UTC 2025","passed","Tue Nov 18 13:10:21 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","61","Logging Example - All Log Levels","Tests","Tue Nov 18 13:10:18 UTC 2025","passed","Tue Nov 18 13:10:19 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","409","Logging Example - Browser Test With Logging","Tests","Tue Nov 18 13:10:19 UTC 2025","passed","Tue Nov 18 13:10:20 UTC 2025","Logging Example","ProjectA","",""
"","9225","User can submit vehicle data successfully","Tests","Tue Nov 18 13:10:26 UTC 2025","passed","Tue Nov 18 13:10:35 UTC 2025","Autowelt","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","9","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Nov 18 13:10:21 UTC 2025","skipped","Tue Nov 18 13:10:21 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Tue Nov 18 13:10:21 UTC 2025","passed","Tue Nov 18 13:10:21 UTC 2025","Logging Example","ProjectA","",""
"","1286","High Example (Project A)","Tests","Tue Nov 18 13:10:22 UTC 2025","passed","Tue Nov 18 13:10:23 UTC 2025","highExample","ProjectA","",""
"","501","Example Domain Title Data Driven [Localized]","","Tue Nov 18 13:10:17 UTC 2025","passed","Tue Nov 18 13:10:18 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in error scenarios","1040","Logging Example - Error Handling","Tests","Tue Nov 18 13:10:20 UTC 2025","passed","Tue Nov 18 13:10:21 UTC 2025","Logging Example","ProjectA","",""
"","333","Wrapper Click Demo (Project A)","Tests","Tue Nov 18 13:10:17 UTC 2025","passed","Tue Nov 18 13:10:17 UTC 2025","Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","195","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Nov 18 13:10:20 UTC 2025","passed","Tue Nov 18 13:10:20 UTC 2025","PlaywrightExample","ProjectA","",""
