"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging in loops with data processing","55","Logging Example - Data Processing Loop","Tests","Mon Feb 16 09:04:52 UTC 2026","passed","Mon Feb 16 09:04:52 UTC 2026","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","15649","HUK Autowelt LowKeys Demo","Tests","Mon Feb 16 09:04:55 UTC 2026","failed","Mon Feb 16 09:05:10 UTC 2026","AutoWelt LowKeys","ProjectHUK","",""
"","1550","Default","Tests","Mon Feb 16 09:04:48 UTC 2026","passed","Mon Feb 16 09:04:49 UTC 2026","Data Driven Example","Data Driven","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Mon Feb 16 09:04:52 UTC 2026","passed","Mon Feb 16 09:04:52 UTC 2026","Logging Example","ProjectA","",""
"Demonstrates all available log levels","40","Logging Example - All Log Levels","Tests","Mon Feb 16 09:04:51 UTC 2026","passed","Mon Feb 16 09:04:51 UTC 2026","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","7","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Feb 16 09:04:53 UTC 2026","skipped","Mon Feb 16 09:04:53 UTC 2026","PlaywrightExample","ProjectA","",""
"","494","Localized","Tests","Mon Feb 16 09:04:49 UTC 2026","passed","Mon Feb 16 09:04:50 UTC 2026","Data Driven Example","Data Driven","",""
"","25017","HUK Autowelt Demo Flow","Tests","Mon Feb 16 09:04:59 UTC 2026","failed","Mon Feb 16 09:05:24 UTC 2026","Autowelt","ProjectHUK","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","280","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Feb 16 09:04:53 UTC 2026","passed","Mon Feb 16 09:04:53 UTC 2026","PlaywrightExample","ProjectA","",""
"Demonstrates logging throughout a browser test","612","Logging Example - Browser Test With Logging","Tests","Mon Feb 16 09:04:52 UTC 2026","passed","Mon Feb 16 09:04:52 UTC 2026","Logging Example","ProjectA","",""
"","334","Wrapper Click Demo (Project A)","Tests","Mon Feb 16 09:04:49 UTC 2026","passed","Mon Feb 16 09:04:49 UTC 2026","Example","ProjectA","",""
"","545","Uppercase","Tests","Mon Feb 16 09:04:50 UTC 2026","passed","Mon Feb 16 09:04:50 UTC 2026","Data Driven Example","Data Driven","",""
"","304","High Example (Project A)","Tests","Mon Feb 16 09:04:55 UTC 2026","passed","Mon Feb 16 09:04:55 UTC 2026","highExample","ProjectA","",""
"Demonstrates logging in error scenarios","30","Logging Example - Error Handling","Tests","Mon Feb 16 09:04:52 UTC 2026","passed","Mon Feb 16 09:04:52 UTC 2026","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","15306","HUK Autowelt LowKeys Demo","Tests","Mon Feb 16 09:05:11 UTC 2026","failed","Mon Feb 16 09:05:27 UTC 2026","HUK noRouting","ProjectHUK","",""
