"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","815","Logging Example - Browser Test With Logging","","Mon Mar 09 14:47:11 UTC 2026","passed","Mon Mar 09 14:47:12 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","260","Logging Example - Variable Logging","","Mon Mar 09 14:47:12 UTC 2026","passed","Mon Mar 09 14:47:13 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","2095","Example Domain Title From CSV","","Mon Mar 09 14:46:25 UTC 2026","passed","Mon Mar 09 14:46:27 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","7114","HUK noRouting LowKeys Demo","","Mon Mar 09 14:47:01 UTC 2026","passed","Mon Mar 09 14:47:08 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","24729","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Mon Mar 09 14:46:57 UTC 2026","failed","Mon Mar 09 14:47:22 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","373","Playwright Direct Example - H1 Text And PDF (Chromium)","","Mon Mar 09 14:47:15 UTC 2026","skipped","Mon Mar 09 14:47:15 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","291","Logging Example - Error Handling","","Mon Mar 09 14:47:12 UTC 2026","passed","Mon Mar 09 14:47:12 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","23413","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Mon Mar 09 14:46:33 UTC 2026","failed","Mon Mar 09 14:46:57 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","24156","Fahrzeugdaten und optische Daten erfassen","","Mon Mar 09 14:46:35 UTC 2026","failed","Mon Mar 09 14:47:00 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","1327","High Example (Project A)","","Mon Mar 09 14:46:31 UTC 2026","passed","Mon Mar 09 14:46:32 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","1303","Wrapper Click Demo (Project A)","","Mon Mar 09 14:46:28 UTC 2026","passed","Mon Mar 09 14:46:29 UTC 2026","Example","Tests Gherkin Generated","",""
"","929","Logging Example - All Log Levels","","Mon Mar 09 14:47:10 UTC 2026","passed","Mon Mar 09 14:47:11 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1197","Playwright Via Browser - Evaluate JS (Same Session)","","Mon Mar 09 14:47:14 UTC 2026","passed","Mon Mar 09 14:47:15 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","301","Logging Example - Data Processing Loop","","Mon Mar 09 14:47:12 UTC 2026","passed","Mon Mar 09 14:47:12 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","9567","HUK Autowelt LowKeys Demo","","Mon Mar 09 14:46:25 UTC 2026","passed","Mon Mar 09 14:46:34 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
