"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","566","Example Domain Title Data Driven [Localized]","","Wed Dec 03 14:18:44 UTC 2025","passed","Wed Dec 03 14:18:44 UTC 2025","Data Driven Example","Tests","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","8","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Wed Dec 03 14:18:49 UTC 2025","skipped","Wed Dec 03 14:18:49 UTC 2025","PlaywrightExample","ProjectA","",""
"","492","Example Domain Title Data Driven [Caps]","","Wed Dec 03 14:18:44 UTC 2025","passed","Wed Dec 03 14:18:45 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in error scenarios","13","Logging Example - Error Handling","Tests","Wed Dec 03 14:18:48 UTC 2025","passed","Wed Dec 03 14:18:48 UTC 2025","Logging Example","ProjectA","",""
"","1626","Example Domain Title Data Driven [Default]","","Wed Dec 03 14:18:42 UTC 2025","passed","Wed Dec 03 14:18:44 UTC 2025","Data Driven Example","Tests","",""
"","3347","Open Page in new Tab","Tests","Wed Dec 03 14:18:52 UTC 2025","failed","Wed Dec 03 14:18:56 UTC 2025","Home","ProjectHUK","",""
"Demonstrates all available log levels","56","Logging Example - All Log Levels","Tests","Wed Dec 03 14:18:47 UTC 2025","passed","Wed Dec 03 14:18:47 UTC 2025","Logging Example","ProjectA","",""
"","2437","User","Tests","Wed Dec 03 14:18:51 UTC 2025","failed","Wed Dec 03 14:18:54 UTC 2025","Autowelt","ProjectHUK","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","227","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Wed Dec 03 14:18:48 UTC 2025","passed","Wed Dec 03 14:18:49 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging throughout a browser test","604","Logging Example - Browser Test With Logging","Tests","Wed Dec 03 14:18:48 UTC 2025","passed","Wed Dec 03 14:18:48 UTC 2025","Logging Example","ProjectA","",""
"","6","Check Detection Only","","Wed Dec 03 14:18:42 UTC 2025","failed","Wed Dec 03 14:18:42 UTC 2025","Home","Tests","",""
"","1970","User Can Submit Vehicle Data Successfully","Tests","Wed Dec 03 14:18:57 UTC 2025","passed","Wed Dec 03 14:18:59 UTC 2025","Test","ProjectHUK","",""
"Demonstrates logging in loops with data processing","29","Logging Example - Data Processing Loop","Tests","Wed Dec 03 14:18:48 UTC 2025","passed","Wed Dec 03 14:18:48 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging with variables and expressions","12","Logging Example - Variable Logging","Tests","Wed Dec 03 14:18:48 UTC 2025","passed","Wed Dec 03 14:18:48 UTC 2025","Logging Example","ProjectA","",""
"","182","Wrapper Click Demo (Project A)","Tests","Wed Dec 03 14:18:46 UTC 2025","failed","Wed Dec 03 14:18:46 UTC 2025","Example","ProjectA","",""
"","1119","High Example (Project A)","Tests","Wed Dec 03 14:18:50 UTC 2025","failed","Wed Dec 03 14:18:51 UTC 2025","highExample","ProjectA","",""
