"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24868","User","Tests","Fri Nov 21 08:06:59 UTC 2025","passed","Fri Nov 21 08:07:24 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates all available log levels","39","Logging Example - All Log Levels","Tests","Fri Nov 21 08:06:52 UTC 2025","passed","Fri Nov 21 08:06:52 UTC 2025","Logging Example","ProjectA","",""
"","1560","Example Domain Title Data Driven [Default]","","Fri Nov 21 08:06:49 UTC 2025","passed","Fri Nov 21 08:06:51 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in error scenarios","1048","Logging Example - Error Handling","Tests","Fri Nov 21 08:06:53 UTC 2025","passed","Fri Nov 21 08:06:54 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","186","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Nov 21 08:06:54 UTC 2025","passed","Fri Nov 21 08:06:54 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging with variables and expressions","15","Logging Example - Variable Logging","Tests","Fri Nov 21 08:06:54 UTC 2025","passed","Fri Nov 21 08:06:54 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","5","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Nov 21 08:06:54 UTC 2025","skipped","Fri Nov 21 08:06:54 UTC 2025","PlaywrightExample","ProjectA","",""
"","547","Example Domain Title Data Driven [Caps]","","Fri Nov 21 08:06:51 UTC 2025","passed","Fri Nov 21 08:06:52 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in loops with data processing","44","Logging Example - Data Processing Loop","Tests","Fri Nov 21 08:06:54 UTC 2025","passed","Fri Nov 21 08:06:54 UTC 2025","Logging Example","ProjectA","",""
"","782","User Can Submit Vehicle Data Successfully","Tests","Fri Nov 21 08:07:27 UTC 2025","passed","Fri Nov 21 08:07:28 UTC 2025","Test","ProjectHUK","",""
"","232","Wrapper Click Demo (Project A)","Tests","Fri Nov 21 08:06:50 UTC 2025","passed","Fri Nov 21 08:06:50 UTC 2025","Example","ProjectA","",""
"Demonstrates logging throughout a browser test","481","Logging Example - Browser Test With Logging","Tests","Fri Nov 21 08:06:53 UTC 2025","passed","Fri Nov 21 08:06:53 UTC 2025","Logging Example","ProjectA","",""
"","1188","High Example (Project A)","Tests","Fri Nov 21 08:06:55 UTC 2025","passed","Fri Nov 21 08:06:56 UTC 2025","highExample","ProjectA","",""
"","397","Example Domain Title Data Driven [Localized]","","Fri Nov 21 08:06:51 UTC 2025","passed","Fri Nov 21 08:06:51 UTC 2025","Data Driven Example","Tests","",""
"","27034","Open Page in new Tab","Tests","Fri Nov 21 08:06:58 UTC 2025","failed","Fri Nov 21 08:07:25 UTC 2025","Home","ProjectHUK","",""
