"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates all available log levels","57","Logging Example - All Log Levels","Tests","Mon Dec 08 15:00:35 UTC 2025","passed","Mon Dec 08 15:00:35 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in error scenarios","26","Logging Example - Error Handling","Tests","Mon Dec 08 15:00:36 UTC 2025","passed","Mon Dec 08 15:00:36 UTC 2025","Logging Example","ProjectA","",""
"","279","Wrapper Click Demo (Project A)","Tests","Mon Dec 08 15:00:33 UTC 2025","passed","Mon Dec 08 15:00:33 UTC 2025","Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","258","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Dec 08 15:00:37 UTC 2025","passed","Mon Dec 08 15:00:37 UTC 2025","PlaywrightExample","ProjectA","",""
"","362","Example Domain Title Data Driven [Localized]","Tests","Mon Dec 08 15:00:34 UTC 2025","passed","Mon Dec 08 15:00:34 UTC 2025","Data Driven Example","ProjectA","",""
"","1547","Example Domain Title Data Driven [Default]","Tests","Mon Dec 08 15:00:32 UTC 2025","passed","Mon Dec 08 15:00:34 UTC 2025","Data Driven Example","ProjectA","",""
"","544","Example Domain Title Data Driven [Caps]","Tests","Mon Dec 08 15:00:34 UTC 2025","passed","Mon Dec 08 15:00:35 UTC 2025","Data Driven Example","ProjectA","",""
"","182","High Example (Project A)","Tests","Mon Dec 08 15:00:39 UTC 2025","passed","Mon Dec 08 15:00:39 UTC 2025","highExample","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","6","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Dec 08 15:00:37 UTC 2025","skipped","Mon Dec 08 15:00:37 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in loops with data processing","48","Logging Example - Data Processing Loop","Tests","Mon Dec 08 15:00:36 UTC 2025","passed","Mon Dec 08 15:00:36 UTC 2025","Logging Example","ProjectA","",""
"","6882","HUK Autowelt Demo Flow","Tests","Mon Dec 08 15:00:41 UTC 2025","passed","Mon Dec 08 15:00:48 UTC 2025","Autowelt","ProjectHUK","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","8831","HUK Autowelt LowKeys Demo","Tests","Mon Dec 08 15:00:39 UTC 2025","passed","Mon Dec 08 15:00:47 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Mon Dec 08 15:00:36 UTC 2025","passed","Mon Dec 08 15:00:36 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","647","Logging Example - Browser Test With Logging","Tests","Mon Dec 08 15:00:36 UTC 2025","passed","Mon Dec 08 15:00:36 UTC 2025","Logging Example","ProjectA","",""
