"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","Check Detection Only","","Thu Dec 04 10:34:57 UTC 2025","failed","Thu Dec 04 10:34:57 UTC 2025","Home","Tests","",""
"Demonstrates logging in error scenarios","23","Logging Example - Error Handling","Tests","Thu Dec 04 10:35:03 UTC 2025","passed","Thu Dec 04 10:35:03 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging with variables and expressions","11","Logging Example - Variable Logging","Tests","Thu Dec 04 10:35:03 UTC 2025","passed","Thu Dec 04 10:35:03 UTC 2025","Logging Example","ProjectA","",""
"","506","Example Domain Title Data Driven [Caps]","","Thu Dec 04 10:34:59 UTC 2025","passed","Thu Dec 04 10:35:00 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in loops with data processing","34","Logging Example - Data Processing Loop","Tests","Thu Dec 04 10:35:03 UTC 2025","passed","Thu Dec 04 10:35:03 UTC 2025","Logging Example","ProjectA","",""
"","1086","High Example (Project A)","Tests","Thu Dec 04 10:35:04 UTC 2025","failed","Thu Dec 04 10:35:05 UTC 2025","highExample","ProjectA","",""
"","2911","Open Page in new Tab","Tests","Thu Dec 04 10:35:07 UTC 2025","failed","Thu Dec 04 10:35:09 UTC 2025","Home","ProjectHUK","",""
"","2182","User Can Submit Vehicle Data Successfully","Tests","Thu Dec 04 10:35:10 UTC 2025","passed","Thu Dec 04 10:35:13 UTC 2025","Test","ProjectHUK","",""
"","506","Example Domain Title Data Driven [Localized]","","Thu Dec 04 10:34:59 UTC 2025","passed","Thu Dec 04 10:34:59 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging throughout a browser test","550","Logging Example - Browser Test With Logging","Tests","Thu Dec 04 10:35:02 UTC 2025","passed","Thu Dec 04 10:35:03 UTC 2025","Logging Example","ProjectA","",""
"","2249","User","Tests","Thu Dec 04 10:35:06 UTC 2025","failed","Thu Dec 04 10:35:08 UTC 2025","Autowelt","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","6","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Thu Dec 04 10:35:03 UTC 2025","skipped","Thu Dec 04 10:35:03 UTC 2025","PlaywrightExample","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","274","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Thu Dec 04 10:35:03 UTC 2025","passed","Thu Dec 04 10:35:03 UTC 2025","PlaywrightExample","ProjectA","",""
"","145","Wrapper Click Demo (Project A)","Tests","Thu Dec 04 10:35:00 UTC 2025","failed","Thu Dec 04 10:35:01 UTC 2025","Example","ProjectA","",""
"","1459","Example Domain Title Data Driven [Default]","","Thu Dec 04 10:34:57 UTC 2025","passed","Thu Dec 04 10:34:59 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates all available log levels","64","Logging Example - All Log Levels","Tests","Thu Dec 04 10:35:01 UTC 2025","passed","Thu Dec 04 10:35:01 UTC 2025","Logging Example","ProjectA","",""
