"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging in error scenarios","31","Logging Example - Error Handling","Tests","Fri Dec 19 12:37:07 UTC 2025","passed","Fri Dec 19 12:37:07 UTC 2025","Logging Example","ProjectA","",""
"","6805","HUK Autowelt Demo Flow","Tests","Fri Dec 19 12:37:12 UTC 2025","passed","Fri Dec 19 12:37:18 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging with variables and expressions","26","Logging Example - Variable Logging","Tests","Fri Dec 19 12:37:07 UTC 2025","passed","Fri Dec 19 12:37:07 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","61","Logging Example - All Log Levels","Tests","Fri Dec 19 12:37:05 UTC 2025","passed","Fri Dec 19 12:37:05 UTC 2025","Logging Example","ProjectA","",""
"","1583","Default","Tests","Fri Dec 19 12:37:02 UTC 2025","passed","Fri Dec 19 12:37:04 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates logging in loops with data processing","82","Logging Example - Data Processing Loop","Tests","Fri Dec 19 12:37:07 UTC 2025","passed","Fri Dec 19 12:37:07 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Dec 19 12:37:07 UTC 2025","skipped","Fri Dec 19 12:37:07 UTC 2025","PlaywrightExample","ProjectA","",""
"","368","Localized","Tests","Fri Dec 19 12:37:04 UTC 2025","passed","Fri Dec 19 12:37:04 UTC 2025","Data Driven Example","Data Driven","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","237","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Dec 19 12:37:07 UTC 2025","passed","Fri Dec 19 12:37:07 UTC 2025","PlaywrightExample","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","6225","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 12:37:18 UTC 2025","passed","Fri Dec 19 12:37:24 UTC 2025","HUK noRouting","ProjectHUK","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","7470","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 12:37:09 UTC 2025","passed","Fri Dec 19 12:37:16 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"","162","High Example (Project A)","Tests","Fri Dec 19 12:37:10 UTC 2025","passed","Fri Dec 19 12:37:10 UTC 2025","highExample","ProjectA","",""
"","253","Wrapper Click Demo (Project A)","Tests","Fri Dec 19 12:37:04 UTC 2025","passed","Fri Dec 19 12:37:04 UTC 2025","Example","ProjectA","",""
"","391","Uppercase","Tests","Fri Dec 19 12:37:04 UTC 2025","passed","Fri Dec 19 12:37:05 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates logging throughout a browser test","472","Logging Example - Browser Test With Logging","Tests","Fri Dec 19 12:37:06 UTC 2025","passed","Fri Dec 19 12:37:07 UTC 2025","Logging Example","ProjectA","",""
