"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37601","HUK Autowelt LowKeys Demo","","Fri May 22 11:41:22 UTC 2026","failed","Fri May 22 11:42:00 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","869","Logging Example - All Log Levels","","Fri May 22 11:42:22 UTC 2026","passed","Fri May 22 11:42:23 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","342","Playwright Direct Example - H1 Text And PDF (Chromium)","","Fri May 22 11:42:28 UTC 2026","skipped","Fri May 22 11:42:28 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","17833","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Fri May 22 11:41:30 UTC 2026","failed","Fri May 22 11:41:48 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","20052","Fahrzeugdaten und optische Daten erfassen","","Fri May 22 11:42:01 UTC 2026","failed","Fri May 22 11:42:21 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","278","Logging Example - Data Processing Loop","","Fri May 22 11:42:23 UTC 2026","passed","Fri May 22 11:42:24 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","266","Logging Example - Variable Logging","","Fri May 22 11:42:24 UTC 2026","passed","Fri May 22 11:42:24 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","278","Logging Example - Error Handling","","Fri May 22 11:42:23 UTC 2026","passed","Fri May 22 11:42:23 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1745","Wrapper Click Demo (Project A)","","Fri May 22 11:41:25 UTC 2026","passed","Fri May 22 11:41:26 UTC 2026","Example","Tests Gherkin Generated","",""
"","17222","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Fri May 22 11:41:48 UTC 2026","failed","Fri May 22 11:42:05 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","1749","Example Domain Title From CSV","","Fri May 22 11:41:22 UTC 2026","passed","Fri May 22 11:41:24 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","837","Run interface with two documents","","Fri May 22 11:42:25 UTC 2026","failed","Fri May 22 11:42:26 UTC 2026","Pdf-Visual-Comparison","Tests Gherkin Generated","",""
"","499","Logging Example - Browser Test With Logging","","Fri May 22 11:42:23 UTC 2026","passed","Fri May 22 11:42:23 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1323","High Example (Project A)","","Fri May 22 11:41:28 UTC 2026","passed","Fri May 22 11:41:29 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","1090","Playwright Via Browser - Evaluate JS (Same Session)","","Fri May 22 11:42:27 UTC 2026","passed","Fri May 22 11:42:28 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","36267","HUK noRouting LowKeys Demo","","Fri May 22 11:42:07 UTC 2026","failed","Fri May 22 11:42:43 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
