"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","479","Example Domain Title Data Driven [Localized]","","Tue Dec 02 13:20:47 UTC 2025","passed","Tue Dec 02 13:20:48 UTC 2025","Data Driven Example","Tests","",""
"","1070","Open Page in new Tab","Tests","Tue Dec 02 13:20:54 UTC 2025","failed","Tue Dec 02 13:20:56 UTC 2025","Home","ProjectHUK","",""
"","160","Wrapper Click Demo (Project A)","Tests","Tue Dec 02 13:20:47 UTC 2025","failed","Tue Dec 02 13:20:47 UTC 2025","Example","ProjectA","",""
"","25","User","Tests","Tue Dec 02 13:20:54 UTC 2025","failed","Tue Dec 02 13:20:54 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging in error scenarios","17","Logging Example - Error Handling","Tests","Tue Dec 02 13:20:50 UTC 2025","passed","Tue Dec 02 13:20:50 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","634","Logging Example - Browser Test With Logging","Tests","Tue Dec 02 13:20:49 UTC 2025","passed","Tue Dec 02 13:20:50 UTC 2025","Logging Example","ProjectA","",""
"","1410","High Example (Project A)","Tests","Tue Dec 02 13:20:51 UTC 2025","passed","Tue Dec 02 13:20:53 UTC 2025","highExample","ProjectA","",""
"Demonstrates all available log levels","48","Logging Example - All Log Levels","Tests","Tue Dec 02 13:20:48 UTC 2025","passed","Tue Dec 02 13:20:48 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","45","Logging Example - Data Processing Loop","Tests","Tue Dec 02 13:20:50 UTC 2025","passed","Tue Dec 02 13:20:50 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","294","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Dec 02 13:20:50 UTC 2025","passed","Tue Dec 02 13:20:51 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Tue Dec 02 13:20:50 UTC 2025","passed","Tue Dec 02 13:20:50 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","10","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Dec 02 13:20:51 UTC 2025","skipped","Tue Dec 02 13:20:51 UTC 2025","PlaywrightExample","ProjectA","",""
"","608","Example Domain Title Data Driven [Caps]","","Tue Dec 02 13:20:48 UTC 2025","passed","Tue Dec 02 13:20:48 UTC 2025","Data Driven Example","Tests","",""
"","1790","User Can Submit Vehicle Data Successfully","Tests","Tue Dec 02 13:20:56 UTC 2025","passed","Tue Dec 02 13:20:58 UTC 2025","Test","ProjectHUK","",""
"","1663","Example Domain Title Data Driven [Default]","","Tue Dec 02 13:20:46 UTC 2025","passed","Tue Dec 02 13:20:47 UTC 2025","Data Driven Example","Tests","",""
