"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Open Page in new Tab","Tests","Tue Dec 02 13:08:38 UTC 2025","failed","Tue Dec 02 13:08:38 UTC 2025","Home","ProjectHUK","",""
"","37","Example Domain Title Data Driven [Caps]","","Tue Dec 02 13:08:32 UTC 2025","failed","Tue Dec 02 13:08:32 UTC 2025","Data Driven Example","Tests","",""
"","0","User Can Submit Vehicle Data Successfully","Tests","Tue Dec 02 13:08:39 UTC 2025","failed","Tue Dec 02 13:08:39 UTC 2025","Test","ProjectHUK","",""
"Demonstrates logging in error scenarios","17","Logging Example - Error Handling","Tests","Tue Dec 02 13:08:34 UTC 2025","passed","Tue Dec 02 13:08:34 UTC 2025","Logging Example","ProjectA","",""
"","0","User","Tests","Tue Dec 02 13:08:36 UTC 2025","failed","Tue Dec 02 13:08:36 UTC 2025","Autowelt","ProjectHUK","",""
"","1273","High Example (Project A)","Tests","Tue Dec 02 13:08:36 UTC 2025","passed","Tue Dec 02 13:08:37 UTC 2025","highExample","ProjectA","",""
"","91","Wrapper Click Demo (Project A)","Tests","Tue Dec 02 13:08:32 UTC 2025","failed","Tue Dec 02 13:08:32 UTC 2025","Example","ProjectA","",""
"Demonstrates logging with variables and expressions","17","Logging Example - Variable Logging","Tests","Tue Dec 02 13:08:34 UTC 2025","passed","Tue Dec 02 13:08:34 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","6","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Dec 02 13:08:35 UTC 2025","skipped","Tue Dec 02 13:08:35 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in loops with data processing","50","Logging Example - Data Processing Loop","Tests","Tue Dec 02 13:08:34 UTC 2025","passed","Tue Dec 02 13:08:34 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","63","Logging Example - All Log Levels","Tests","Tue Dec 02 13:08:33 UTC 2025","passed","Tue Dec 02 13:08:33 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","28","Logging Example - Browser Test With Logging","Tests","Tue Dec 02 13:08:34 UTC 2025","failed","Tue Dec 02 13:08:34 UTC 2025","Logging Example","ProjectA","",""
"","21","Example Domain Title Data Driven [Default]","","Tue Dec 02 13:08:31 UTC 2025","failed","Tue Dec 02 13:08:31 UTC 2025","Data Driven Example","Tests","",""
"","28","Example Domain Title Data Driven [Localized]","","Tue Dec 02 13:08:32 UTC 2025","failed","Tue Dec 02 13:08:32 UTC 2025","Data Driven Example","Tests","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","273","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Dec 02 13:08:35 UTC 2025","passed","Tue Dec 02 13:08:35 UTC 2025","PlaywrightExample","ProjectA","",""
