"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging with variables and expressions","49","Logging Example - Variable Logging","Tests","Fri Dec 19 11:23:49 UTC 2025","passed","Fri Dec 19 11:23:49 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","49","Logging Example - Data Processing Loop","Tests","Fri Dec 19 11:23:49 UTC 2025","passed","Fri Dec 19 11:23:49 UTC 2025","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","6630","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 11:23:51 UTC 2025","passed","Fri Dec 19 11:23:57 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"","5057","HUK Autowelt Demo Flow","Tests","Fri Dec 19 11:23:54 UTC 2025","passed","Fri Dec 19 11:23:59 UTC 2025","Autowelt","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Dec 19 11:23:49 UTC 2025","skipped","Fri Dec 19 11:23:49 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in error scenarios","24","Logging Example - Error Handling","Tests","Fri Dec 19 11:23:49 UTC 2025","passed","Fri Dec 19 11:23:49 UTC 2025","Logging Example","ProjectA","",""
"","311","Uppercase","Tests","Fri Dec 19 11:23:46 UTC 2025","passed","Fri Dec 19 11:23:46 UTC 2025","Data Driven Example","Data Driven","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","5939","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 11:23:59 UTC 2025","passed","Fri Dec 19 11:24:05 UTC 2025","HUK noRouting","ProjectHUK","",""
"","173","High Example (Project A)","Tests","Fri Dec 19 11:23:51 UTC 2025","passed","Fri Dec 19 11:23:52 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging throughout a browser test","454","Logging Example - Browser Test With Logging","Tests","Fri Dec 19 11:23:48 UTC 2025","passed","Fri Dec 19 11:23:49 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","221","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Dec 19 11:23:49 UTC 2025","passed","Fri Dec 19 11:23:49 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates all available log levels","63","Logging Example - All Log Levels","Tests","Fri Dec 19 11:23:47 UTC 2025","passed","Fri Dec 19 11:23:47 UTC 2025","Logging Example","ProjectA","",""
"","1579","Default","Tests","Fri Dec 19 11:23:44 UTC 2025","passed","Fri Dec 19 11:23:46 UTC 2025","Data Driven Example","Data Driven","",""
"","294","Wrapper Click Demo (Project A)","Tests","Fri Dec 19 11:23:45 UTC 2025","passed","Fri Dec 19 11:23:46 UTC 2025","Example","ProjectA","",""
"","305","Localized","Tests","Fri Dec 19 11:23:46 UTC 2025","passed","Fri Dec 19 11:23:46 UTC 2025","Data Driven Example","Data Driven","",""
