"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging with variables and expressions","18","Logging Example - Variable Logging","Tests","Mon Dec 08 14:54:31 UTC 2025","passed","Mon Dec 08 14:54:31 UTC 2025","Logging Example","ProjectA","",""
"","230","High Example (Project A)","Tests","Mon Dec 08 14:54:33 UTC 2025","passed","Mon Dec 08 14:54:33 UTC 2025","highExample","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","261","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Dec 08 14:54:31 UTC 2025","passed","Mon Dec 08 14:54:31 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in error scenarios","29","Logging Example - Error Handling","Tests","Mon Dec 08 14:54:31 UTC 2025","passed","Mon Dec 08 14:54:31 UTC 2025","Logging Example","ProjectA","",""
"","538","Example Domain Title Data Driven [Caps]","Tests","Mon Dec 08 14:54:29 UTC 2025","passed","Mon Dec 08 14:54:29 UTC 2025","Data Driven Example","ProjectA","",""
"Demonstrates logging throughout a browser test","576","Logging Example - Browser Test With Logging","Tests","Mon Dec 08 14:54:30 UTC 2025","passed","Mon Dec 08 14:54:31 UTC 2025","Logging Example","ProjectA","",""
"","9363","HUK Autowelt Demo Flow","Tests","Mon Dec 08 14:54:35 UTC 2025","passed","Mon Dec 08 14:54:45 UTC 2025","Autowelt","ProjectHUK","",""
"","271","Wrapper Click Demo (Project A)","Tests","Mon Dec 08 14:54:28 UTC 2025","passed","Mon Dec 08 14:54:28 UTC 2025","Example","ProjectA","",""
"","477","Example Domain Title Data Driven [Localized]","Tests","Mon Dec 08 14:54:28 UTC 2025","passed","Mon Dec 08 14:54:29 UTC 2025","Data Driven Example","ProjectA","",""
"Demonstrates logging in loops with data processing","44","Logging Example - Data Processing Loop","Tests","Mon Dec 08 14:54:31 UTC 2025","passed","Mon Dec 08 14:54:31 UTC 2025","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","9173","HUK Autowelt LowKeys Demo","Tests","Mon Dec 08 14:54:33 UTC 2025","passed","Mon Dec 08 14:54:42 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"Demonstrates all available log levels","27","Logging Example - All Log Levels","Tests","Mon Dec 08 14:54:29 UTC 2025","passed","Mon Dec 08 14:54:29 UTC 2025","Logging Example","ProjectA","",""
"","1358","Example Domain Title Data Driven [Default]","Tests","Mon Dec 08 14:54:27 UTC 2025","passed","Mon Dec 08 14:54:28 UTC 2025","Data Driven Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","5","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Dec 08 14:54:31 UTC 2025","skipped","Mon Dec 08 14:54:31 UTC 2025","PlaywrightExample","ProjectA","",""
