"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1408","High Example (Project A)","","Thu Mar 12 12:52:38 UTC 2026","passed","Thu Mar 12 12:52:40 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","23790","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Thu Mar 12 12:52:41 UTC 2026","failed","Thu Mar 12 12:53:05 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","25366","Fahrzeugdaten und optische Daten erfassen","","Thu Mar 12 12:52:43 UTC 2026","failed","Thu Mar 12 12:53:08 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","410","Playwright Direct Example - H1 Text And PDF (Chromium)","","Thu Mar 12 12:53:23 UTC 2026","skipped","Thu Mar 12 12:53:23 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","298","Logging Example - Variable Logging","","Thu Mar 12 12:53:20 UTC 2026","passed","Thu Mar 12 12:53:20 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","650","Logging Example - Browser Test With Logging","","Thu Mar 12 12:53:19 UTC 2026","passed","Thu Mar 12 12:53:19 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1144","Playwright Via Browser - Evaluate JS (Same Session)","","Thu Mar 12 12:53:21 UTC 2026","passed","Thu Mar 12 12:53:23 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","2062","Example Domain Title From CSV","","Thu Mar 12 12:52:32 UTC 2026","passed","Thu Mar 12 12:52:34 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","1569","Wrapper Click Demo (Project A)","","Thu Mar 12 12:52:35 UTC 2026","passed","Thu Mar 12 12:52:37 UTC 2026","Example","Tests Gherkin Generated","",""
"","265","Logging Example - Error Handling","","Thu Mar 12 12:53:19 UTC 2026","passed","Thu Mar 12 12:53:20 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","9632","HUK Autowelt LowKeys Demo","","Thu Mar 12 12:52:32 UTC 2026","passed","Thu Mar 12 12:52:42 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","902","Logging Example - All Log Levels","","Thu Mar 12 12:53:18 UTC 2026","passed","Thu Mar 12 12:53:19 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","24105","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Thu Mar 12 12:53:05 UTC 2026","failed","Thu Mar 12 12:53:29 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","288","Logging Example - Data Processing Loop","","Thu Mar 12 12:53:20 UTC 2026","passed","Thu Mar 12 12:53:20 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","6698","HUK noRouting LowKeys Demo","","Thu Mar 12 12:53:10 UTC 2026","passed","Thu Mar 12 12:53:16 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
