"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","277","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Dec 08 07:09:56 UTC 2025","passed","Mon Dec 08 07:09:57 UTC 2025","PlaywrightExample","ProjectA","",""
"","1427","Example Domain Title Data Driven [Default]","","Mon Dec 08 07:09:51 UTC 2025","passed","Mon Dec 08 07:09:52 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates all available log levels","67","Logging Example - All Log Levels","Tests","Mon Dec 08 07:09:55 UTC 2025","passed","Mon Dec 08 07:09:55 UTC 2025","Logging Example","ProjectA","",""
"","305","Wrapper Click Demo (Project A)","Tests","Mon Dec 08 07:09:54 UTC 2025","passed","Mon Dec 08 07:09:54 UTC 2025","Example","ProjectA","",""
"Demonstrates logging with variables and expressions","17","Logging Example - Variable Logging","Tests","Mon Dec 08 07:09:56 UTC 2025","passed","Mon Dec 08 07:09:56 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in error scenarios","30","Logging Example - Error Handling","Tests","Mon Dec 08 07:09:56 UTC 2025","passed","Mon Dec 08 07:09:56 UTC 2025","Logging Example","ProjectA","",""
"","6","Check Detection Only","","Mon Dec 08 07:09:51 UTC 2025","failed","Mon Dec 08 07:09:51 UTC 2025","Home","Tests","",""
"","530","Example Domain Title Data Driven [Caps]","","Mon Dec 08 07:09:53 UTC 2025","passed","Mon Dec 08 07:09:53 UTC 2025","Data Driven Example","Tests","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","8322","HUK Autowelt LowKeys Demo","Tests","Mon Dec 08 07:09:58 UTC 2025","passed","Mon Dec 08 07:10:07 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"","9031","HUK Autowelt Demo Flow","Tests","Mon Dec 08 07:10:01 UTC 2025","passed","Mon Dec 08 07:10:10 UTC 2025","Autowelt","ProjectHUK","",""
"","1113","High Example (Project A)","Tests","Mon Dec 08 07:09:58 UTC 2025","failed","Mon Dec 08 07:09:59 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging in loops with data processing","49","Logging Example - Data Processing Loop","Tests","Mon Dec 08 07:09:56 UTC 2025","passed","Mon Dec 08 07:09:56 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","6","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Dec 08 07:09:57 UTC 2025","skipped","Mon Dec 08 07:09:57 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging throughout a browser test","636","Logging Example - Browser Test With Logging","Tests","Mon Dec 08 07:09:55 UTC 2025","passed","Mon Dec 08 07:09:56 UTC 2025","Logging Example","ProjectA","",""
"","522","Example Domain Title Data Driven [Localized]","","Mon Dec 08 07:09:52 UTC 2025","passed","Mon Dec 08 07:09:53 UTC 2025","Data Driven Example","Tests","",""
