"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging throughout a browser test","603","Logging Example - Browser Test With Logging","Tests","Tue Nov 18 09:43:33 UTC 2025","passed","Tue Nov 18 09:43:34 UTC 2025","Logging Example","ProjectA","",""
"","310","Wrapper Click Demo (Project A)","Tests","Tue Nov 18 09:43:31 UTC 2025","passed","Tue Nov 18 09:43:31 UTC 2025","Example","ProjectA","",""
"Demonstrates logging in error scenarios","1047","Logging Example - Error Handling","Tests","Tue Nov 18 09:43:34 UTC 2025","passed","Tue Nov 18 09:43:35 UTC 2025","Logging Example","ProjectA","",""
"","1245","High Example (Project A)","Tests","Tue Nov 18 09:43:36 UTC 2025","passed","Tue Nov 18 09:43:37 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging with variables and expressions","14","Logging Example - Variable Logging","Tests","Tue Nov 18 09:43:35 UTC 2025","passed","Tue Nov 18 09:43:35 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","43","Logging Example - Data Processing Loop","Tests","Tue Nov 18 09:43:35 UTC 2025","passed","Tue Nov 18 09:43:35 UTC 2025","Logging Example","ProjectA","",""
"","1566","Example Domain Title Data Driven [Default]","","Tue Nov 18 09:43:30 UTC 2025","passed","Tue Nov 18 09:43:31 UTC 2025","Data Driven Example","Tests","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","9","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Nov 18 09:43:34 UTC 2025","skipped","Tue Nov 18 09:43:34 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates all available log levels","50","Logging Example - All Log Levels","Tests","Tue Nov 18 09:43:32 UTC 2025","passed","Tue Nov 18 09:43:32 UTC 2025","Logging Example","ProjectA","",""
"","490","Example Domain Title Data Driven [Localized]","","Tue Nov 18 09:43:31 UTC 2025","passed","Tue Nov 18 09:43:32 UTC 2025","Data Driven Example","Tests","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","174","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Nov 18 09:43:34 UTC 2025","passed","Tue Nov 18 09:43:34 UTC 2025","PlaywrightExample","ProjectA","",""
"","8446","User can submit vehicle data successfully","Tests","Tue Nov 18 09:43:39 UTC 2025","passed","Tue Nov 18 09:43:48 UTC 2025","Autowelt","ProjectHUK","",""
"","539","Example Domain Title Data Driven [Caps]","","Tue Nov 18 09:43:32 UTC 2025","passed","Tue Nov 18 09:43:32 UTC 2025","Data Driven Example","Tests","",""
"","13206","Open Page in new Tab","Tests","Tue Nov 18 09:43:38 UTC 2025","passed","Tue Nov 18 09:43:51 UTC 2025","Home","ProjectHUK","",""
