"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9743","HUK Autowelt LowKeys Demo","","Thu Mar 05 13:36:21 UTC 2026","passed","Thu Mar 05 13:36:31 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","8692","HUK noRouting LowKeys Demo","","Thu Mar 05 13:36:57 UTC 2026","passed","Thu Mar 05 13:37:06 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","26192","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Thu Mar 05 13:36:30 UTC 2026","failed","Thu Mar 05 13:36:56 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","953","Logging Example - Browser Test With Logging","","Thu Mar 05 13:37:08 UTC 2026","passed","Thu Mar 05 13:37:09 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1493","Wrapper Click Demo (Project A)","","Thu Mar 05 13:36:24 UTC 2026","passed","Thu Mar 05 13:36:26 UTC 2026","Example","Tests Gherkin Generated","",""
"","24313","Fahrzeugdaten und optische Daten erfassen","","Thu Mar 05 13:36:32 UTC 2026","failed","Thu Mar 05 13:36:56 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","1902","Example Domain Title From CSV","","Thu Mar 05 13:36:21 UTC 2026","passed","Thu Mar 05 13:36:23 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","1201","Playwright Via Browser - Evaluate JS (Same Session)","","Thu Mar 05 13:37:12 UTC 2026","passed","Thu Mar 05 13:37:13 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","451","Logging Example - Data Processing Loop","","Thu Mar 05 13:37:10 UTC 2026","passed","Thu Mar 05 13:37:10 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","468","Logging Example - Error Handling","","Thu Mar 05 13:37:09 UTC 2026","passed","Thu Mar 05 13:37:10 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1117","Logging Example - All Log Levels","","Thu Mar 05 13:37:07 UTC 2026","passed","Thu Mar 05 13:37:08 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","415","Logging Example - Variable Logging","","Thu Mar 05 13:37:10 UTC 2026","passed","Thu Mar 05 13:37:11 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","361","Playwright Direct Example - H1 Text And PDF (Chromium)","","Thu Mar 05 13:37:13 UTC 2026","skipped","Thu Mar 05 13:37:13 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","26188","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Thu Mar 05 13:36:56 UTC 2026","failed","Thu Mar 05 13:37:22 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","1564","High Example (Project A)","","Thu Mar 05 13:36:27 UTC 2026","passed","Thu Mar 05 13:36:28 UTC 2026","Highexample","Tests Gherkin Generated","",""
