"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","Check Detection Only","","Thu Dec 04 08:18:38 UTC 2025","failed","Thu Dec 04 08:18:38 UTC 2025","Home","Tests","",""
"","1350","Example Domain Title Data Driven [Default]","","Thu Dec 04 08:18:38 UTC 2025","passed","Thu Dec 04 08:18:40 UTC 2025","Data Driven Example","Tests","",""
"","1446","User Can Submit Vehicle Data Successfully","Tests","Thu Dec 04 08:18:51 UTC 2025","passed","Thu Dec 04 08:18:53 UTC 2025","Test","ProjectHUK","",""
"","1726","User","Tests","Thu Dec 04 08:18:47 UTC 2025","failed","Thu Dec 04 08:18:49 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging with variables and expressions","18","Logging Example - Variable Logging","Tests","Thu Dec 04 08:18:43 UTC 2025","passed","Thu Dec 04 08:18:43 UTC 2025","Logging Example","ProjectA","",""
"","517","Example Domain Title Data Driven [Localized]","","Thu Dec 04 08:18:40 UTC 2025","passed","Thu Dec 04 08:18:40 UTC 2025","Data Driven Example","Tests","",""
"","151","Wrapper Click Demo (Project A)","Tests","Thu Dec 04 08:18:42 UTC 2025","failed","Thu Dec 04 08:18:42 UTC 2025","Example","ProjectA","",""
"","1049","High Example (Project A)","Tests","Thu Dec 04 08:18:45 UTC 2025","failed","Thu Dec 04 08:18:46 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging in error scenarios","15","Logging Example - Error Handling","Tests","Thu Dec 04 08:18:43 UTC 2025","passed","Thu Dec 04 08:18:43 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","600","Logging Example - Browser Test With Logging","Tests","Thu Dec 04 08:18:43 UTC 2025","passed","Thu Dec 04 08:18:43 UTC 2025","Logging Example","ProjectA","",""
"","2728","Open Page in new Tab","Tests","Thu Dec 04 08:18:47 UTC 2025","failed","Thu Dec 04 08:18:50 UTC 2025","Home","ProjectHUK","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","270","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Thu Dec 04 08:18:44 UTC 2025","passed","Thu Dec 04 08:18:44 UTC 2025","PlaywrightExample","ProjectA","",""
"","353","Example Domain Title Data Driven [Caps]","","Thu Dec 04 08:18:40 UTC 2025","passed","Thu Dec 04 08:18:40 UTC 2025","Data Driven Example","Tests","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Thu Dec 04 08:18:44 UTC 2025","skipped","Thu Dec 04 08:18:44 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates all available log levels","45","Logging Example - All Log Levels","Tests","Thu Dec 04 08:18:42 UTC 2025","passed","Thu Dec 04 08:18:42 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","49","Logging Example - Data Processing Loop","Tests","Thu Dec 04 08:18:43 UTC 2025","passed","Thu Dec 04 08:18:43 UTC 2025","Logging Example","ProjectA","",""
