"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1471","High Example (Project A)","Tests","Tue Dec 02 13:33:48 UTC 2025","passed","Tue Dec 02 13:33:49 UTC 2025","highExample","ProjectA","",""
"","25","<<<<<<< HEAD:robot/tests/ProjectHUK/Autowelt.robot","Tests","Tue Dec 02 13:34:02 UTC 2025","failed","Tue Dec 02 13:34:02 UTC 2025","Autowelt.<<<<<<< HEAD:robot/tests/ProjectHUK/Autowelt","ProjectHUK","",""
"","1551","User Can Submit Vehicle Data Successfully","Tests","Tue Dec 02 13:33:55 UTC 2025","passed","Tue Dec 02 13:33:57 UTC 2025","Test","ProjectHUK","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","262","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Tue Dec 02 13:33:47 UTC 2025","passed","Tue Dec 02 13:33:47 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in error scenarios","29","Logging Example - Error Handling","Tests","Tue Dec 02 13:33:46 UTC 2025","passed","Tue Dec 02 13:33:46 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in loops with data processing","30","Logging Example - Data Processing Loop","Tests","Tue Dec 02 13:33:46 UTC 2025","passed","Tue Dec 02 13:33:46 UTC 2025","Logging Example","ProjectA","",""
"","171","Wrapper Click Demo (Project A)","Tests","Tue Dec 02 13:33:44 UTC 2025","failed","Tue Dec 02 13:33:44 UTC 2025","Example","ProjectA","",""
"","584","Example Domain Title Data Driven [Caps]","","Tue Dec 02 13:33:43 UTC 2025","passed","Tue Dec 02 13:33:43 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging with variables and expressions","11","Logging Example - Variable Logging","Tests","Tue Dec 02 13:33:46 UTC 2025","passed","Tue Dec 02 13:33:46 UTC 2025","Logging Example","ProjectA","",""
"","1543","Example Domain Title Data Driven [Default]","","Tue Dec 02 13:33:41 UTC 2025","passed","Tue Dec 02 13:33:42 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates all available log levels","62","Logging Example - All Log Levels","Tests","Tue Dec 02 13:33:45 UTC 2025","passed","Tue Dec 02 13:33:45 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","529","Logging Example - Browser Test With Logging","Tests","Tue Dec 02 13:33:46 UTC 2025","passed","Tue Dec 02 13:33:46 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","6","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Tue Dec 02 13:33:47 UTC 2025","skipped","Tue Dec 02 13:33:47 UTC 2025","PlaywrightExample","ProjectA","",""
"","11957","User","Tests","Tue Dec 02 13:33:50 UTC 2025","failed","Tue Dec 02 13:34:02 UTC 2025","Autowelt","ProjectHUK","",""
"","7","Check Detection Only","","Tue Dec 02 13:33:41 UTC 2025","failed","Tue Dec 02 13:33:41 UTC 2025","Home","Tests","",""
"","2",">>>>>>> origin/Test-Nummer-1-Neue_Struktur:robot/tests/Autowelt.robot","Tests","Tue Dec 02 13:34:02 UTC 2025","failed","Tue Dec 02 13:34:02 UTC 2025","Autowelt.>>>>>>> origin/Test-Nummer-1-Neue_Struktur:robot/tests/Autowelt","ProjectHUK","",""
"","535","Example Domain Title Data Driven [Localized]","","Tue Dec 02 13:33:42 UTC 2025","passed","Tue Dec 02 13:33:43 UTC 2025","Data Driven Example","Tests","",""
"","17","=======","Tests","Tue Dec 02 13:34:02 UTC 2025","failed","Tue Dec 02 13:34:02 UTC 2025","Autowelt","ProjectHUK","",""
"","2958","Open Page in new Tab","Tests","Tue Dec 02 13:33:50 UTC 2025","failed","Tue Dec 02 13:33:53 UTC 2025","Home","ProjectHUK","",""
