"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13221","HUK Autowelt LowKeys Demo","","Mon Feb 16 13:02:22 UTC 2026","failed","Mon Feb 16 13:02:36 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","16","Logging Example - Variable Logging","","Mon Feb 16 13:02:38 UTC 2026","passed","Mon Feb 16 13:02:38 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","491","Logging Example - Browser Test With Logging","","Mon Feb 16 13:02:37 UTC 2026","passed","Mon Feb 16 13:02:38 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","13797","HUK Autowelt LowKeys Demo","","Mon Feb 16 13:02:02 UTC 2026","failed","Mon Feb 16 13:02:15 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","906","High Example (Project A)","","Mon Feb 16 13:02:20 UTC 2026","passed","Mon Feb 16 13:02:21 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","21","Logging Example - Error Handling","","Mon Feb 16 13:02:38 UTC 2026","passed","Mon Feb 16 13:02:38 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","892","Wrapper Click Demo (Project A)","","Mon Feb 16 13:02:18 UTC 2026","passed","Mon Feb 16 13:02:19 UTC 2026","Example","Tests Gherkin Generated","",""
"","46","Logging Example - All Log Levels","","Mon Feb 16 13:02:37 UTC 2026","passed","Mon Feb 16 13:02:37 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","40","Logging Example - Data Processing Loop","","Mon Feb 16 13:02:38 UTC 2026","passed","Mon Feb 16 13:02:38 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","868","Playwright Via Browser - Evaluate JS (Same Session)","","Mon Feb 16 13:02:39 UTC 2026","passed","Mon Feb 16 13:02:40 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","122","Playwright Direct Example - H1 Text And PDF (Chromium)","","Mon Feb 16 13:02:40 UTC 2026","skipped","Mon Feb 16 13:02:40 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","24271","HUK Autowelt Demo Flow","","Mon Feb 16 13:01:36 UTC 2026","failed","Mon Feb 16 13:02:00 UTC 2026","Autowelt","Tests Gherkin Generated","",""
"","1059","Example Domain Title From CSV","","Mon Feb 16 13:02:16 UTC 2026","passed","Mon Feb 16 13:02:18 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
