"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","772","Logging Example - Browser Test With Logging","","Fri Mar 06 15:29:05 UTC 2026","passed","Fri Mar 06 15:29:06 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","2387","Example Domain Title From CSV","","Fri Mar 06 15:28:17 UTC 2026","passed","Fri Mar 06 15:28:19 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","6711","HUK noRouting LowKeys Demo","","Fri Mar 06 15:28:56 UTC 2026","passed","Fri Mar 06 15:29:02 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","1796","High Example (Project A)","","Fri Mar 06 15:28:24 UTC 2026","passed","Fri Mar 06 15:28:26 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","384","Logging Example - Data Processing Loop","","Fri Mar 06 15:29:06 UTC 2026","passed","Fri Mar 06 15:29:06 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","27525","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Fri Mar 06 15:28:52 UTC 2026","failed","Fri Mar 06 15:29:20 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","8564","HUK Autowelt LowKeys Demo","","Fri Mar 06 15:28:17 UTC 2026","passed","Fri Mar 06 15:28:26 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","24693","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Fri Mar 06 15:28:27 UTC 2026","failed","Fri Mar 06 15:28:52 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","1230","Playwright Via Browser - Evaluate JS (Same Session)","","Fri Mar 06 15:29:08 UTC 2026","passed","Fri Mar 06 15:29:10 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","387","Logging Example - Error Handling","","Fri Mar 06 15:29:06 UTC 2026","passed","Fri Mar 06 15:29:06 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","26758","Fahrzeugdaten und optische Daten erfassen","","Fri Mar 06 15:28:27 UTC 2026","failed","Fri Mar 06 15:28:54 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","525","Logging Example - Variable Logging","","Fri Mar 06 15:29:06 UTC 2026","passed","Fri Mar 06 15:29:07 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1235","Logging Example - All Log Levels","","Fri Mar 06 15:29:04 UTC 2026","passed","Fri Mar 06 15:29:05 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1827","Wrapper Click Demo (Project A)","","Fri Mar 06 15:28:20 UTC 2026","passed","Fri Mar 06 15:28:22 UTC 2026","Example","Tests Gherkin Generated","",""
"","410","Playwright Direct Example - H1 Text And PDF (Chromium)","","Fri Mar 06 15:29:10 UTC 2026","skipped","Fri Mar 06 15:29:10 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
