"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1597","Example Domain Title Data Driven [Default]","","Mon Dec 08 13:18:43 UTC 2025","passed","Mon Dec 08 13:18:45 UTC 2025","Data Driven Example","Tests","",""
"","518","Example Domain Title Data Driven [Localized]","","Mon Dec 08 13:18:45 UTC 2025","passed","Mon Dec 08 13:18:45 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging with variables and expressions","15","Logging Example - Variable Logging","Tests","Mon Dec 08 13:18:48 UTC 2025","passed","Mon Dec 08 13:18:48 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","198","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Mon Dec 08 13:18:48 UTC 2025","passed","Mon Dec 08 13:18:49 UTC 2025","PlaywrightExample","ProjectA","",""
"","7898","HUK Autowelt Demo Flow","Tests","Mon Dec 08 13:18:53 UTC 2025","passed","Mon Dec 08 13:19:01 UTC 2025","Autowelt","ProjectHUK","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","9040","HUK Autowelt LowKeys Demo","Tests","Mon Dec 08 13:18:50 UTC 2025","passed","Mon Dec 08 13:18:59 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"Demonstrates all available log levels","63","Logging Example - All Log Levels","Tests","Mon Dec 08 13:18:47 UTC 2025","passed","Mon Dec 08 13:18:47 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","480","Logging Example - Browser Test With Logging","Tests","Mon Dec 08 13:18:48 UTC 2025","passed","Mon Dec 08 13:18:48 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","3","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Mon Dec 08 13:18:49 UTC 2025","skipped","Mon Dec 08 13:18:49 UTC 2025","PlaywrightExample","ProjectA","",""
"","282","Wrapper Click Demo (Project A)","Tests","Mon Dec 08 13:18:46 UTC 2025","passed","Mon Dec 08 13:18:46 UTC 2025","Example","ProjectA","",""
"Demonstrates logging in loops with data processing","43","Logging Example - Data Processing Loop","Tests","Mon Dec 08 13:18:48 UTC 2025","passed","Mon Dec 08 13:18:48 UTC 2025","Logging Example","ProjectA","",""
"","5","Check Detection Only","","Mon Dec 08 13:18:43 UTC 2025","failed","Mon Dec 08 13:18:43 UTC 2025","Home","Tests","",""
"Demonstrates logging in error scenarios","44","Logging Example - Error Handling","Tests","Mon Dec 08 13:18:48 UTC 2025","passed","Mon Dec 08 13:18:48 UTC 2025","Logging Example","ProjectA","",""
"","524","Example Domain Title Data Driven [Caps]","","Mon Dec 08 13:18:45 UTC 2025","passed","Mon Dec 08 13:18:46 UTC 2025","Data Driven Example","Tests","",""
"","1080","High Example (Project A)","Tests","Mon Dec 08 13:18:50 UTC 2025","failed","Mon Dec 08 13:18:51 UTC 2025","highExample","ProjectA","",""
