"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1288","High Example (Project A)","Tests","Wed Dec 03 13:42:14 UTC 2025","passed","Wed Dec 03 13:42:15 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging with variables and expressions","18","Logging Example - Variable Logging","Tests","Wed Dec 03 13:42:12 UTC 2025","passed","Wed Dec 03 13:42:12 UTC 2025","Logging Example","ProjectA","",""
"","1626","Example Domain Title Data Driven [Default]","","Wed Dec 03 13:42:06 UTC 2025","passed","Wed Dec 03 13:42:08 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in error scenarios","20","Logging Example - Error Handling","Tests","Wed Dec 03 13:42:12 UTC 2025","passed","Wed Dec 03 13:42:12 UTC 2025","Logging Example","ProjectA","",""
"","378","Example Domain Title Data Driven [Caps]","","Wed Dec 03 13:42:08 UTC 2025","passed","Wed Dec 03 13:42:09 UTC 2025","Data Driven Example","Tests","",""
"","2091","User","Tests","Wed Dec 03 13:42:15 UTC 2025","failed","Wed Dec 03 13:42:17 UTC 2025","Autowelt","ProjectHUK","",""
"","1432","User Can Submit Vehicle Data Successfully","Tests","Wed Dec 03 13:42:20 UTC 2025","passed","Wed Dec 03 13:42:22 UTC 2025","Test","ProjectHUK","",""
"Demonstrates logging in loops with data processing","49","Logging Example - Data Processing Loop","Tests","Wed Dec 03 13:42:12 UTC 2025","passed","Wed Dec 03 13:42:12 UTC 2025","Logging Example","ProjectA","",""
"","6","Check Detection Only","","Wed Dec 03 13:42:06 UTC 2025","failed","Wed Dec 03 13:42:06 UTC 2025","Home","Tests","",""
"","3285","Open Page in new Tab","Tests","Wed Dec 03 13:42:16 UTC 2025","failed","Wed Dec 03 13:42:19 UTC 2025","Home","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","5","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Wed Dec 03 13:42:13 UTC 2025","skipped","Wed Dec 03 13:42:13 UTC 2025","PlaywrightExample","ProjectA","",""
"","387","Example Domain Title Data Driven [Localized]","","Wed Dec 03 13:42:08 UTC 2025","passed","Wed Dec 03 13:42:08 UTC 2025","Data Driven Example","Tests","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","290","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Wed Dec 03 13:42:12 UTC 2025","passed","Wed Dec 03 13:42:13 UTC 2025","PlaywrightExample","ProjectA","",""
"","164","Wrapper Click Demo (Project A)","Tests","Wed Dec 03 13:42:10 UTC 2025","failed","Wed Dec 03 13:42:10 UTC 2025","Example","ProjectA","",""
"Demonstrates all available log levels","38","Logging Example - All Log Levels","Tests","Wed Dec 03 13:42:10 UTC 2025","passed","Wed Dec 03 13:42:10 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","613","Logging Example - Browser Test With Logging","Tests","Wed Dec 03 13:42:11 UTC 2025","passed","Wed Dec 03 13:42:12 UTC 2025","Logging Example","ProjectA","",""
