"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging in loops with data processing","23","Logging Example - Data Processing Loop","Tests","Wed Dec 03 11:54:02 UTC 2025","passed","Wed Dec 03 11:54:02 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","239","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Wed Dec 03 11:54:02 UTC 2025","passed","Wed Dec 03 11:54:02 UTC 2025","PlaywrightExample","ProjectA","",""
"","1507","User Can Submit Vehicle Data Successfully","Tests","Wed Dec 03 11:54:09 UTC 2025","passed","Wed Dec 03 11:54:11 UTC 2025","Test","ProjectHUK","",""
"Demonstrates logging in error scenarios","10","Logging Example - Error Handling","Tests","Wed Dec 03 11:54:02 UTC 2025","passed","Wed Dec 03 11:54:02 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging with variables and expressions","10","Logging Example - Variable Logging","Tests","Wed Dec 03 11:54:02 UTC 2025","passed","Wed Dec 03 11:54:02 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","8","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Wed Dec 03 11:54:02 UTC 2025","skipped","Wed Dec 03 11:54:02 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging throughout a browser test","428","Logging Example - Browser Test With Logging","Tests","Wed Dec 03 11:54:01 UTC 2025","passed","Wed Dec 03 11:54:02 UTC 2025","Logging Example","ProjectA","",""
"","363","Example Domain Title Data Driven [Caps]","","Wed Dec 03 11:53:58 UTC 2025","passed","Wed Dec 03 11:53:59 UTC 2025","Data Driven Example","Tests","",""
"","142","Wrapper Click Demo (Project A)","Tests","Wed Dec 03 11:53:59 UTC 2025","failed","Wed Dec 03 11:53:59 UTC 2025","Example","ProjectA","",""
"","2277","User","Tests","Wed Dec 03 11:54:05 UTC 2025","failed","Wed Dec 03 11:54:07 UTC 2025","Autowelt","ProjectHUK","",""
"","5","Check Detection Only","","Wed Dec 03 11:53:57 UTC 2025","failed","Wed Dec 03 11:53:57 UTC 2025","Home","Tests","",""
"","363","Example Domain Title Data Driven [Localized]","","Wed Dec 03 11:53:58 UTC 2025","passed","Wed Dec 03 11:53:58 UTC 2025","Data Driven Example","Tests","",""
"","3163","Open Page in new Tab","Tests","Wed Dec 03 11:54:05 UTC 2025","failed","Wed Dec 03 11:54:09 UTC 2025","Home","ProjectHUK","",""
"Demonstrates all available log levels","46","Logging Example - All Log Levels","Tests","Wed Dec 03 11:54:00 UTC 2025","passed","Wed Dec 03 11:54:01 UTC 2025","Logging Example","ProjectA","",""
"","1086","High Example (Project A)","Tests","Wed Dec 03 11:54:03 UTC 2025","passed","Wed Dec 03 11:54:04 UTC 2025","highExample","ProjectA","",""
"","1436","Example Domain Title Data Driven [Default]","","Wed Dec 03 11:53:57 UTC 2025","passed","Wed Dec 03 11:53:58 UTC 2025","Data Driven Example","Tests","",""
