"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27644","Open Page in new Tab","Tests","Fri Nov 21 08:00:35 UTC 2025","failed","Fri Nov 21 08:01:03 UTC 2025","Home","ProjectHUK","",""
"","1756","Example Domain Title Data Driven [Default]","","Fri Nov 21 08:00:27 UTC 2025","passed","Fri Nov 21 08:00:28 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging in loops with data processing","45","Logging Example - Data Processing Loop","Tests","Fri Nov 21 08:00:32 UTC 2025","passed","Fri Nov 21 08:00:32 UTC 2025","Logging Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","188","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Nov 21 08:00:31 UTC 2025","passed","Fri Nov 21 08:00:32 UTC 2025","PlaywrightExample","ProjectA","",""
"","484","Example Domain Title Data Driven [Localized]","","Fri Nov 21 08:00:28 UTC 2025","passed","Fri Nov 21 08:00:29 UTC 2025","Data Driven Example","Tests","",""
"","24980","User","Tests","Fri Nov 21 08:00:37 UTC 2025","passed","Fri Nov 21 08:01:02 UTC 2025","Autowelt","ProjectHUK","",""
"Demonstrates logging in error scenarios","1052","Logging Example - Error Handling","Tests","Fri Nov 21 08:00:31 UTC 2025","passed","Fri Nov 21 08:00:32 UTC 2025","Logging Example","ProjectA","",""
"","714","User Can Submit Vehicle Data Successfully","Tests","Fri Nov 21 08:01:05 UTC 2025","passed","Fri Nov 21 08:01:06 UTC 2025","Test","ProjectHUK","",""
"Demonstrates logging with variables and expressions","15","Logging Example - Variable Logging","Tests","Fri Nov 21 08:00:32 UTC 2025","passed","Fri Nov 21 08:00:32 UTC 2025","Logging Example","ProjectA","",""
"","238","Wrapper Click Demo (Project A)","Tests","Fri Nov 21 08:00:28 UTC 2025","passed","Fri Nov 21 08:00:28 UTC 2025","Example","ProjectA","",""
"Demonstrates all available log levels","38","Logging Example - All Log Levels","Tests","Fri Nov 21 08:00:29 UTC 2025","passed","Fri Nov 21 08:00:29 UTC 2025","Logging Example","ProjectA","",""
"","537","Example Domain Title Data Driven [Caps]","","Fri Nov 21 08:00:29 UTC 2025","passed","Fri Nov 21 08:00:29 UTC 2025","Data Driven Example","Tests","",""
"","1193","High Example (Project A)","Tests","Fri Nov 21 08:00:33 UTC 2025","passed","Fri Nov 21 08:00:34 UTC 2025","highExample","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","3","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Nov 21 08:00:32 UTC 2025","skipped","Fri Nov 21 08:00:32 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging throughout a browser test","592","Logging Example - Browser Test With Logging","Tests","Fri Nov 21 08:00:30 UTC 2025","passed","Fri Nov 21 08:00:31 UTC 2025","Logging Example","ProjectA","",""
