"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","Logging Example - Variable Logging","","Mon Mar 30 10:52:29 UTC 2026","passed","Mon Mar 30 10:52:30 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1943","Example Domain Title From CSV","","Mon Mar 30 10:51:27 UTC 2026","passed","Mon Mar 30 10:51:29 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","286","Logging Example - Data Processing Loop","","Mon Mar 30 10:52:29 UTC 2026","passed","Mon Mar 30 10:52:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1235","Wrapper Click Demo (Project A)","","Mon Mar 30 10:51:30 UTC 2026","passed","Mon Mar 30 10:51:31 UTC 2026","Example","Tests Gherkin Generated","",""
"","36083","HUK noRouting LowKeys Demo","","Mon Mar 30 10:52:14 UTC 2026","failed","Mon Mar 30 10:52:50 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","731","Logging Example - Browser Test With Logging","","Mon Mar 30 10:52:28 UTC 2026","passed","Mon Mar 30 10:52:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","19638","Fahrzeugdaten und optische Daten erfassen","","Mon Mar 30 10:52:06 UTC 2026","failed","Mon Mar 30 10:52:26 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","254","Logging Example - Error Handling","","Mon Mar 30 10:52:29 UTC 2026","passed","Mon Mar 30 10:52:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","18605","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Mon Mar 30 10:51:55 UTC 2026","failed","Mon Mar 30 10:52:13 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","856","Run interface with two documents","","Mon Mar 30 10:52:31 UTC 2026","failed","Mon Mar 30 10:52:32 UTC 2026","Pdf-Visual-Comparison","Tests Gherkin Generated","",""
"","38496","HUK Autowelt LowKeys Demo","","Mon Mar 30 10:51:27 UTC 2026","failed","Mon Mar 30 10:52:05 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","1151","Playwright Via Browser - Evaluate JS (Same Session)","","Mon Mar 30 10:52:33 UTC 2026","passed","Mon Mar 30 10:52:34 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","19285","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Mon Mar 30 10:51:35 UTC 2026","failed","Mon Mar 30 10:51:55 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","904","Logging Example - All Log Levels","","Mon Mar 30 10:52:27 UTC 2026","passed","Mon Mar 30 10:52:28 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","376","Playwright Direct Example - H1 Text And PDF (Chromium)","","Mon Mar 30 10:52:34 UTC 2026","skipped","Mon Mar 30 10:52:34 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","1572","High Example (Project A)","","Mon Mar 30 10:51:32 UTC 2026","passed","Mon Mar 30 10:51:34 UTC 2026","Highexample","Tests Gherkin Generated","",""
