"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging in error scenarios","15","Logging Example - Error Handling","Tests","Thu Dec 04 10:25:54 UTC 2025","passed","Thu Dec 04 10:25:54 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","596","Logging Example - Browser Test With Logging","Tests","Thu Dec 04 10:25:53 UTC 2025","passed","Thu Dec 04 10:25:54 UTC 2025","Logging Example","ProjectA","",""
"","1951","User","Tests","Thu Dec 04 10:25:57 UTC 2025","failed","Thu Dec 04 10:25:59 UTC 2025","Autowelt","ProjectHUK","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","263","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Thu Dec 04 10:25:54 UTC 2025","passed","Thu Dec 04 10:25:55 UTC 2025","PlaywrightExample","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","6","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Thu Dec 04 10:25:55 UTC 2025","skipped","Thu Dec 04 10:25:55 UTC 2025","PlaywrightExample","ProjectA","",""
"","404","Example Domain Title Data Driven [Localized]","","Thu Dec 04 10:25:50 UTC 2025","passed","Thu Dec 04 10:25:50 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates logging with variables and expressions","16","Logging Example - Variable Logging","Tests","Thu Dec 04 10:25:54 UTC 2025","passed","Thu Dec 04 10:25:54 UTC 2025","Logging Example","ProjectA","",""
"","486","Example Domain Title Data Driven [Caps]","","Thu Dec 04 10:25:50 UTC 2025","passed","Thu Dec 04 10:25:51 UTC 2025","Data Driven Example","Tests","",""
"Demonstrates all available log levels","46","Logging Example - All Log Levels","Tests","Thu Dec 04 10:25:52 UTC 2025","passed","Thu Dec 04 10:25:52 UTC 2025","Logging Example","ProjectA","",""
"","1084","High Example (Project A)","Tests","Thu Dec 04 10:25:55 UTC 2025","failed","Thu Dec 04 10:25:56 UTC 2025","highExample","ProjectA","",""
"Demonstrates logging in loops with data processing","50","Logging Example - Data Processing Loop","Tests","Thu Dec 04 10:25:54 UTC 2025","passed","Thu Dec 04 10:25:54 UTC 2025","Logging Example","ProjectA","",""
"","1476","Example Domain Title Data Driven [Default]","","Thu Dec 04 10:25:49 UTC 2025","passed","Thu Dec 04 10:25:50 UTC 2025","Data Driven Example","Tests","",""
"","2789","Open Page in new Tab","Tests","Thu Dec 04 10:25:58 UTC 2025","failed","Thu Dec 04 10:26:01 UTC 2025","Home","ProjectHUK","",""
"","1895","User Can Submit Vehicle Data Successfully","Tests","Thu Dec 04 10:26:02 UTC 2025","passed","Thu Dec 04 10:26:04 UTC 2025","Test","ProjectHUK","",""
"","5","Check Detection Only","","Thu Dec 04 10:25:49 UTC 2025","failed","Thu Dec 04 10:25:49 UTC 2025","Home","Tests","",""
"","143","Wrapper Click Demo (Project A)","Tests","Thu Dec 04 10:25:52 UTC 2025","failed","Thu Dec 04 10:25:52 UTC 2025","Example","ProjectA","",""
