"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging with variables and expressions","17","Logging Example - Variable Logging","Tests","Fri Dec 19 11:17:16 UTC 2025","passed","Fri Dec 19 11:17:16 UTC 2025","Logging Example","ProjectA","",""
"","6405","HUK Autowelt Demo Flow","Tests","Fri Dec 19 11:17:21 UTC 2025","passed","Fri Dec 19 11:17:27 UTC 2025","Autowelt","ProjectHUK","",""
"","372","Uppercase","Tests","Fri Dec 19 11:17:13 UTC 2025","passed","Fri Dec 19 11:17:14 UTC 2025","Data Driven Example","Data Driven","",""
"","207","High Example (Project A)","Tests","Fri Dec 19 11:17:19 UTC 2025","passed","Fri Dec 19 11:17:19 UTC 2025","highExample","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","236","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Dec 19 11:17:16 UTC 2025","passed","Fri Dec 19 11:17:16 UTC 2025","PlaywrightExample","ProjectA","",""
"","356","Localized","Tests","Fri Dec 19 11:17:13 UTC 2025","passed","Fri Dec 19 11:17:13 UTC 2025","Data Driven Example","Data Driven","",""
"Demonstrates logging in loops with data processing","59","Logging Example - Data Processing Loop","Tests","Fri Dec 19 11:17:16 UTC 2025","passed","Fri Dec 19 11:17:16 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","63","Logging Example - All Log Levels","Tests","Fri Dec 19 11:17:15 UTC 2025","passed","Fri Dec 19 11:17:15 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","492","Logging Example - Browser Test With Logging","Tests","Fri Dec 19 11:17:15 UTC 2025","passed","Fri Dec 19 11:17:16 UTC 2025","Logging Example","ProjectA","",""
"","1519","Default","Tests","Fri Dec 19 11:17:12 UTC 2025","passed","Fri Dec 19 11:17:13 UTC 2025","Data Driven Example","Data Driven","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords.
Die Keywords kommen direct von Browser Library. No wrapping Action-Keywords.","6996","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 11:17:26 UTC 2025","passed","Fri Dec 19 11:17:33 UTC 2025","HUK noRouting","ProjectHUK","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","3","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Dec 19 11:17:16 UTC 2025","skipped","Fri Dec 19 11:17:16 UTC 2025","PlaywrightExample","ProjectA","",""
"","271","Wrapper Click Demo (Project A)","Tests","Fri Dec 19 11:17:13 UTC 2025","passed","Fri Dec 19 11:17:13 UTC 2025","Example","ProjectA","",""
"Demonstrates logging in error scenarios","42","Logging Example - Error Handling","Tests","Fri Dec 19 11:17:16 UTC 2025","passed","Fri Dec 19 11:17:16 UTC 2025","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","7484","HUK Autowelt LowKeys Demo","Tests","Fri Dec 19 11:17:18 UTC 2025","passed","Fri Dec 19 11:17:25 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
