"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","300","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Wed Dec 17 07:40:32 UTC 2025","passed","Wed Dec 17 07:40:33 UTC 2025","PlaywrightExample","ProjectA","",""
"","291","Example Domain Title Data Driven [Caps]","Tests","Wed Dec 17 07:40:30 UTC 2025","passed","Wed Dec 17 07:40:30 UTC 2025","Data Driven Example","ProjectA","",""
"Demonstrates logging in loops with data processing","35","Logging Example - Data Processing Loop","Tests","Wed Dec 17 07:40:33 UTC 2025","passed","Wed Dec 17 07:40:33 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging with variables and expressions","10","Logging Example - Variable Logging","Tests","Wed Dec 17 07:40:33 UTC 2025","passed","Wed Dec 17 07:40:33 UTC 2025","Logging Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","6972","HUK Autowelt LowKeys Demo","Tests","Wed Dec 17 07:40:34 UTC 2025","passed","Wed Dec 17 07:40:41 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"Demonstrates all available log levels","61","Logging Example - All Log Levels","Tests","Wed Dec 17 07:40:31 UTC 2025","passed","Wed Dec 17 07:40:31 UTC 2025","Logging Example","ProjectA","",""
"","215","High Example (Project A)","Tests","Wed Dec 17 07:40:35 UTC 2025","passed","Wed Dec 17 07:40:35 UTC 2025","highExample","ProjectA","",""
"","328","Wrapper Click Demo (Project A)","Tests","Wed Dec 17 07:40:29 UTC 2025","passed","Wed Dec 17 07:40:30 UTC 2025","Example","ProjectA","",""
"","5975","HUK Autowelt Demo Flow","Tests","Wed Dec 17 07:40:37 UTC 2025","passed","Wed Dec 17 07:40:43 UTC 2025","Autowelt","ProjectHUK","",""
"","266","Example Domain Title Data Driven [Localized]","Tests","Wed Dec 17 07:40:30 UTC 2025","passed","Wed Dec 17 07:40:30 UTC 2025","Data Driven Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","11","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Wed Dec 17 07:40:33 UTC 2025","skipped","Wed Dec 17 07:40:33 UTC 2025","PlaywrightExample","ProjectA","",""
"","1728","Example Domain Title Data Driven [Default]","Tests","Wed Dec 17 07:40:28 UTC 2025","passed","Wed Dec 17 07:40:30 UTC 2025","Data Driven Example","ProjectA","",""
"Demonstrates logging throughout a browser test","452","Logging Example - Browser Test With Logging","Tests","Wed Dec 17 07:40:32 UTC 2025","passed","Wed Dec 17 07:40:33 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging in error scenarios","25","Logging Example - Error Handling","Tests","Wed Dec 17 07:40:33 UTC 2025","passed","Wed Dec 17 07:40:33 UTC 2025","Logging Example","ProjectA","",""
