"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1480","Wrapper Click Demo (Project A)","","Tue Feb 17 10:41:14 UTC 2026","passed","Tue Feb 17 10:41:15 UTC 2026","Example","Tests Gherkin Generated","",""
"","1064","High Example (Project A)","","Tue Feb 17 10:41:16 UTC 2026","passed","Tue Feb 17 10:41:17 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","363","Logging Example - Data Processing Loop","","Tue Feb 17 10:41:30 UTC 2026","passed","Tue Feb 17 10:41:30 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","25550","Fahrzeugdaten und optische Daten erfassen","","Tue Feb 17 10:41:18 UTC 2026","failed","Tue Feb 17 10:41:44 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","279","Logging Example - Error Handling","","Tue Feb 17 10:41:29 UTC 2026","passed","Tue Feb 17 10:41:30 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1357","Playwright Via Browser - Evaluate JS (Same Session)","","Tue Feb 17 10:41:31 UTC 2026","passed","Tue Feb 17 10:41:33 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","15501","HUK Autowelt LowKeys Demo","","Tue Feb 17 10:41:11 UTC 2026","failed","Tue Feb 17 10:41:26 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
"","2040","Example Domain Title From CSV","","Tue Feb 17 10:41:11 UTC 2026","passed","Tue Feb 17 10:41:13 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","711","Logging Example - Browser Test With Logging","","Tue Feb 17 10:41:29 UTC 2026","passed","Tue Feb 17 10:41:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","283","Logging Example - Variable Logging","","Tue Feb 17 10:41:30 UTC 2026","passed","Tue Feb 17 10:41:30 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","482","Playwright Direct Example - H1 Text And PDF (Chromium)","","Tue Feb 17 10:41:33 UTC 2026","skipped","Tue Feb 17 10:41:33 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","1029","Logging Example - All Log Levels","","Tue Feb 17 10:41:28 UTC 2026","passed","Tue Feb 17 10:41:29 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
