"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","380","Playwright Direct Example - H1 Text And PDF (Chromium)","","Mon Mar 16 20:24:30 UTC 2026","skipped","Mon Mar 16 20:24:30 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","277","Logging Example - Data Processing Loop","","Mon Mar 16 20:24:25 UTC 2026","passed","Mon Mar 16 20:24:25 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","25217","Fahrzeugdaten und optische Daten erfassen","","Mon Mar 16 20:23:48 UTC 2026","failed","Mon Mar 16 20:24:13 UTC 2026","Huk-Autowelt-Demo-Flow","Tests Gherkin Generated","",""
"","25233","Fahrzeugdaten und optische Daten erfassen (data driven) [1]","","Mon Mar 16 20:23:43 UTC 2026","failed","Mon Mar 16 20:24:08 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","1168","Wrapper Click Demo (Project A)","","Mon Mar 16 20:23:38 UTC 2026","passed","Mon Mar 16 20:23:39 UTC 2026","Example","Tests Gherkin Generated","",""
"","2097","Example Domain Title From CSV","","Mon Mar 16 20:23:35 UTC 2026","passed","Mon Mar 16 20:23:37 UTC 2026","Data-Driven-Example","Tests Gherkin Generated","",""
"","279","Logging Example - Variable Logging","","Mon Mar 16 20:24:25 UTC 2026","passed","Mon Mar 16 20:24:26 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1048","Playwright Via Browser - Evaluate JS (Same Session)","","Mon Mar 16 20:24:29 UTC 2026","passed","Mon Mar 16 20:24:30 UTC 2026","Playwrightexample","Tests Gherkin Generated","",""
"","715","Logging Example - Browser Test With Logging","","Mon Mar 16 20:24:24 UTC 2026","passed","Mon Mar 16 20:24:25 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","1373","High Example (Project A)","","Mon Mar 16 20:23:41 UTC 2026","passed","Mon Mar 16 20:23:42 UTC 2026","Highexample","Tests Gherkin Generated","",""
"","883","Run interface with two documents","","Mon Mar 16 20:24:27 UTC 2026","failed","Mon Mar 16 20:24:28 UTC 2026","Pdf-Visual-Comparison","Tests Gherkin Generated","",""
"","245","Logging Example - Error Handling","","Mon Mar 16 20:24:25 UTC 2026","passed","Mon Mar 16 20:24:25 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","887","Logging Example - All Log Levels","","Mon Mar 16 20:24:23 UTC 2026","passed","Mon Mar 16 20:24:24 UTC 2026","Logging-Example","Tests Gherkin Generated","",""
"","26013","Fahrzeugdaten und optische Daten erfassen (data driven) [2]","","Mon Mar 16 20:24:08 UTC 2026","failed","Mon Mar 16 20:24:34 UTC 2026","Huk-Autowelt-Data-Driven-Outline-Demo","Tests Gherkin Generated","",""
"","6962","HUK noRouting LowKeys Demo","","Mon Mar 16 20:24:15 UTC 2026","passed","Mon Mar 16 20:24:22 UTC 2026","Huk-Norouting","Tests Gherkin Generated","",""
"","11595","HUK Autowelt LowKeys Demo","","Mon Mar 16 20:23:35 UTC 2026","passed","Mon Mar 16 20:23:47 UTC 2026","Autowelt-Lowkeys","Tests Gherkin Generated","",""
