"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Demonstrates logging in error scenarios","26","Logging Example - Error Handling","Tests","Fri Dec 12 11:02:53 UTC 2025","passed","Fri Dec 12 11:02:53 UTC 2025","Logging Example","ProjectA","",""
"Optional, contrast example: calls Playwright Python directly.
This OPENS ITS OWN Playwright browser and does NOT share
state with the Browser library. Use only for gaps.","4","Playwright Direct Example - H1 Text And PDF (Chromium)","Tests","Fri Dec 12 11:02:54 UTC 2025","skipped","Fri Dec 12 11:02:54 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging in loops with data processing","47","Logging Example - Data Processing Loop","Tests","Fri Dec 12 11:02:53 UTC 2025","passed","Fri Dec 12 11:02:53 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates all available log levels","43","Logging Example - All Log Levels","Tests","Fri Dec 12 11:02:52 UTC 2025","passed","Fri Dec 12 11:02:52 UTC 2025","Logging Example","ProjectA","",""
"","291","Wrapper Click Demo (Project A)","Tests","Fri Dec 12 11:02:50 UTC 2025","passed","Fri Dec 12 11:02:50 UTC 2025","Example","ProjectA","",""
"","1741","Example Domain Title Data Driven [Default]","Tests","Fri Dec 12 11:02:49 UTC 2025","passed","Fri Dec 12 11:02:51 UTC 2025","Data Driven Example","ProjectA","",""
"","211","High Example (Project A)","Tests","Fri Dec 12 11:02:56 UTC 2025","passed","Fri Dec 12 11:02:56 UTC 2025","highExample","ProjectA","",""
"","354","Example Domain Title Data Driven [Localized]","Tests","Fri Dec 12 11:02:51 UTC 2025","passed","Fri Dec 12 11:02:51 UTC 2025","Data Driven Example","ProjectA","",""
"Recommended pattern: call Playwright through Browser keywords.
""Evaluate JavaScript"" maps to Playwright's page.evaluate
or locator.evaluate — but we stay inside the SAME session.","278","Playwright Via Browser - Evaluate JS (Same Session)","Tests","Fri Dec 12 11:02:54 UTC 2025","passed","Fri Dec 12 11:02:54 UTC 2025","PlaywrightExample","ProjectA","",""
"Demonstrates logging with variables and expressions","18","Logging Example - Variable Logging","Tests","Fri Dec 12 11:02:53 UTC 2025","passed","Fri Dec 12 11:02:53 UTC 2025","Logging Example","ProjectA","",""
"Demonstrates logging throughout a browser test","494","Logging Example - Browser Test With Logging","Tests","Fri Dec 12 11:02:53 UTC 2025","passed","Fri Dec 12 11:02:53 UTC 2025","Logging Example","ProjectA","",""
"","540","Example Domain Title Data Driven [Caps]","Tests","Fri Dec 12 11:02:51 UTC 2025","passed","Fri Dec 12 11:02:51 UTC 2025","Data Driven Example","ProjectA","",""
"Gleicher fachlicher Flow wie der High-Level-Demo-Test, aber nur mit Low-Level-Keywords (Keys.* + Answer Question).","8375","HUK Autowelt LowKeys Demo","Tests","Fri Dec 12 11:02:56 UTC 2025","passed","Fri Dec 12 11:03:04 UTC 2025","AutoWelt LowKeys","ProjectHUK","",""
"","6865","HUK Autowelt Demo Flow","Tests","Fri Dec 12 11:02:58 UTC 2025","passed","Fri Dec 12 11:03:05 UTC 2025","Autowelt","ProjectHUK","",""
